EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1631709018.321824,153900.000,25313,2,EA,1,100,0.029228
1631709018.386951,153965.000,25330,1,EA,1,100,0.029227
1631709018.452579,154030.500,25348,2,EA,1,100,0.029226
1631709018.518208,154096.000,25348,2,EA,1,100,0.029228
1631709018.583335,154161.000,25367,1,EA,1,100,0.029226
1631709018.648462,154226.000,25385,2,EA,1,100,0.029224
1631709018.713590,154291.000,25385,2,EA,1,100,0.029225
1631709018.778717,154356.000,25404,1,EA,1,100,0.029221
1631709018.844846,154422.000,25421,2,EA,1,100,0.029226
1631709018.910975,154488.000,25421,2,EA,1,100,0.029225
1631709018.976604,154553.500,25440,2,EA,1,100,0.029226
1631709019.042232,154619.000,25440,2,EA,1,100,0.029222
1631709019.107359,154684.000,25458,1,EA,1,100,0.029225
1631709019.171484,154748.000,25477,2,EA,1,100,0.029221
1631709019.235610,154812.000,25477,2,EA,1,100,0.029219
1631709019.301739,154878.000,25493,1,EA,1,100,0.029223
1631709019.367367,154943.500,25512,2,EA,1,100,0.029229
1631709019.432996,155009.000,25512,2,EA,1,100,0.029228
1631709019.500127,155076.000,25530,1,EA,1,100,0.029228
1631709019.565755,155141.500,25549,2,EA,1,100,0.029228
1631709019.631383,155207.000,25549,2,EA,1,100,0.029229
1631709019.696510,155272.000,25565,1,EA,1,100,0.029228
1631709019.761137,155336.500,25584,2,EA,1,100,0.029223
1631709019.825763,155401.000,25584,2,EA,1,100,0.029229
1631709019.891892,155467.000,25603,1,EA,1,100,0.029228
1631709019.957020,155532.000,25622,2,EA,1,100,0.029222
1631709020.022147,155597.000,25622,2,EA,1,100,0.029226
1631709020.087775,155662.500,25640,2,EA,1,100,0.029223
1631709020.153403,155728.000,25640,2,EA,1,100,0.029224
1631709020.217529,155792.000,25657,1,EA,1,100,0.029223
1631709020.283157,155857.500,25675,2,EA,1,100,0.029220
1631709020.348785,155923.000,25675,2,EA,1,100,0.029228
1631709020.413912,155988.000,25694,1,EA,1,100,0.029229
1631709020.480042,156054.000,25712,2,EA,1,100,0.029228
1631709020.546171,156120.000,25712,2,EA,1,100,0.029227
1631709020.611298,156185.000,25729,1,EA,1,100,0.029227
1631709020.676926,156250.500,25747,2,EA,1,100,0.029226
1631709020.742555,156316.000,25747,2,EA,1,100,0.029228
1631709020.806680,156380.000,25766,1,EA,1,100,0.029226
1631709020.872308,156445.500,25785,2,EA,1,100,0.029218
1631709020.937937,156511.000,25785,2,EA,1,100,0.029227
1631709021.003064,156576.000,25804,2,EA,1,100,0.029228
1631709021.068191,156641.000,25804,2,EA,1,100,0.029221
1631709021.134320,156707.000,25820,1,EA,1,100,0.029227
1631709021.199447,156772.000,25839,2,EA,1,100,0.029223
1631709021.264575,156837.000,25839,2,EA,1,100,0.029222
1631709021.329702,156902.000,25857,1,EA,1,100,0.029228
1631709021.394829,156967.000,25876,2,EA,1,100,0.029224
1631709021.459957,157032.000,25876,2,EA,1,100,0.029229
1631709021.526086,157098.000,25892,1,EA,1,100,0.029228
1631709021.591714,157163.500,25911,2,EA,1,100,0.029228
1631709021.657342,157229.000,25911,2,EA,1,100,0.029229
1631709021.723472,157295.000,25929,1,EA,1,100,0.029228
1631709021.788098,157359.500,25949,2,EA,1,100,0.029228
1631709021.852724,157424.000,25949,2,EA,1,100,0.029226
1631709021.917851,157489.000,25967,1,EA,1,100,0.029226
1631709021.983480,157554.500,25984,2,EA,1,100,0.029226
1631709022.049108,157620.000,25984,2,EA,1,100,0.029221
1631709022.114736,157685.500,26002,2,EA,1,100,0.029226
1631709022.180364,157751.000,26002,2,EA,1,100,0.029223
1631709022.246494,157817.000,26021,1,EA,1,100,0.029222
1631709022.311621,157882.000,26039,2,EA,1,100,0.029222
1631709022.376748,157947.000,26039,2,EA,1,100,0.029226
1631709022.441875,158012.000,26056,1,EA,1,100,0.029220
1631709022.507504,158077.500,26074,2,EA,1,100,0.029222
1631709022.573132,158143.000,26074,2,EA,1,100,0.029229
1631709022.637758,158207.500,26098,2,EA,1,100,0.029226
1631709022.702384,158272.000,26098,2,EA,1,100,0.029223
1631709022.768514,158338.000,26117,2,EA,1,100,0.029229
1631709022.834643,158404.000,26117,2,EA,1,100,0.029229
1631709022.899770,158469.000,26136,1,EA,1,100,0.029228
1631709022.965399,158534.500,26154,2,EA,1,100,0.029220
1631709023.031027,158600.000,26154,2,EA,1,100,0.029227
1631709023.096154,158665.000,26171,1,EA,1,100,0.029226
1631709023.161782,158730.500,26189,2,EA,1,100,0.029222
1631709023.227411,158796.000,26189,2,EA,1,100,0.029226
1631709023.293540,158862.000,26208,1,EA,1,100,0.029227
1631709023.358667,158927.000,26226,2,EA,1,100,0.029226
1631709023.423795,158992.000,26226,2,EA,1,100,0.029226
1631709023.488922,159057.000,26245,2,EA,1,100,0.029224
1631709023.554049,159122.000,26245,2,EA,1,100,0.029229
1631709023.620178,159188.000,26261,1,EA,1,100,0.029228
1631709023.685305,159253.000,26280,2,EA,1,100,0.029218
1631709023.750433,159318.000,26280,2,EA,1,100,0.029229
1631709023.816562,159384.000,26299,1,EA,1,100,0.029224
1631709023.882190,159449.500,26318,2,EA,1,100,0.029227
1631709023.947819,159515.000,26318,2,EA,1,100,0.029222
1631709024.012946,159580.000,26334,1,EA,1,100,0.029223
1631709024.078574,159645.500,26353,2,EA,1,100,0.029229
1631709024.144202,159711.000,26353,2,EA,1,100,0.029228
1631709024.209330,159776.000,26371,1,EA,1,100,0.029220
1631709024.274457,159841.000,26390,2,EA,1,100,0.029221
1631709024.339584,159906.000,26390,2,EA,1,100,0.029228
1631709024.405713,159972.000,26408,1,EA,1,100,0.029229
1631709024.470340,160036.500,26425,2,EA,1,100,0.029221
1631709024.534966,160101.000,26425,2,EA,1,100,0.029225
1631709024.600594,160166.500,26443,2,EA,1,100,0.029228
1631709024.666222,160232.000,26443,2,EA,1,100,0.029226
1631709024.731350,160297.000,26462,1,EA,1,100,0.029222
1631709024.796978,160362.500,26481,2,EA,1,100,0.029219
1631709024.862606,160428.000,26481,2,EA,1,100,0.029226
1631709024.928735,160494.000,26498,1,EA,1,100,0.029225
1631709024.993863,160559.000,26516,2,EA,1,100,0.029221
1631709025.058990,160624.000,26516,2,EA,1,100,0.029225
1631709025.125119,160690.000,26535,1,EA,1,100,0.029225
1631709025.190246,160755.000,26553,2,EA,1,100,0.029229
1631709025.255374,160820.000,26553,2,EA,1,100,0.029230
1631709025.319499,160884.000,26570,1,EA,1,100,0.029224
1631709025.385127,160949.500,26588,2,EA,1,100,0.029225
1631709025.450756,161015.000,26588,2,EA,1,100,0.029227
1631709025.515883,161080.000,26607,2,EA,1,100,0.029225
1631709025.581010,161145.000,26607,2,EA,1,100,0.029228
1631709025.646137,161210.000,26625,1,EA,1,100,0.029227
1631709025.711766,161275.500,26644,2,EA,1,100,0.029228
1631709025.777394,161341.000,26644,2,EA,1,100,0.029227
1631709025.842521,161406.000,26661,1,EA,1,100,0.029227
1631709025.907648,161471.000,26680,2,EA,1,100,0.029218
1631709025.972776,161536.000,26680,2,EA,1,100,0.029228
1631709026.039907,161603.000,26698,1,EA,1,100,0.029225
1631709026.105034,161668.000,26717,2,EA,1,100,0.029219
1631709026.170161,161733.000,26717,2,EA,1,100,0.029220
1631709026.235289,161798.000,26733,1,EA,1,100,0.029224
1631709026.299915,161862.500,26752,2,EA,1,100,0.029224
1631709026.364541,161927.000,26752,2,EA,1,100,0.029225
1631709026.429669,161992.000,26770,1,EA,1,100,0.029225
1631709026.495297,162057.500,26789,2,EA,1,100,0.029228
1631709026.560925,162123.000,26789,2,EA,1,100,0.029228
1631709026.626052,162188.000,26807,2,EA,1,100,0.029223
1631709026.691180,162253.000,26807,2,EA,1,100,0.029229
1631709026.757309,162319.000,26825,1,EA,1,100,0.029229
1631709026.822436,162384.000,26843,2,EA,1,100,0.029225
1631709026.887563,162449.000,26843,2,EA,1,100,0.029226
1631709026.951689,162513.000,26862,1,EA,1,100,0.029222
1631709027.017818,162579.000,26880,2,EA,1,100,0.029220
1631709027.083947,162645.000,26880,2,EA,1,100,0.029229
1631709027.149075,162710.000,26897,1,EA,1,100,0.029222
1631709027.214703,162775.500,26915,2,EA,1,100,0.029223
1631709027.280331,162841.000,26915,2,EA,1,100,0.029229
1631709027.345458,162906.000,26934,1,EA,1,100,0.029227
1631709027.410084,162970.500,26952,2,EA,1,100,0.029217
1631709027.474711,163035.000,26952,2,EA,1,100,0.029229
1631709027.539838,163100.000,26971,1,EA,1,100,0.029223
1631709027.605967,163166.000,26987,2,EA,1,100,0.029220
1631709027.672096,163232.000,26987,2,EA,1,100,0.029230
1631709027.737224,163297.000,27012,2,EA,1,100,0.029230
1631709027.802351,163362.000,27012,2,EA,1,100,0.029228
1631709027.867478,163427.000,27030,1,EA,1,100,0.029229
1631709027.931604,163491.000,27049,2,EA,1,100,0.029228
1631709027.995729,163555.000,27049,2,EA,1,100,0.029221
1631709028.061858,163621.000,27067,1,EA,1,100,0.029227
1631709028.127486,163686.500,27084,2,EA,1,100,0.029227
1631709028.193115,163752.000,27084,2,EA,1,100,0.029229
1631709028.258743,163817.500,27102,2,EA,1,100,0.029229
1631709028.324371,163883.000,27102,2,EA,1,100,0.029228
1631709028.390501,163949.000,27121,1,EA,1,100,0.029228
1631709028.455628,164014.000,27139,2,EA,1,100,0.029227
1631709028.520755,164079.000,27139,2,EA,1,100,0.029228
1631709028.585882,164144.000,27156,1,EA,1,100,0.029222
1631709028.652012,164210.000,27174,2,EA,1,100,0.029223
1631709028.718141,164276.000,27174,2,EA,1,100,0.029228
1631709028.782266,164340.000,27194,1,EA,1,100,0.029222
1631709028.847894,164405.500,27212,2,EA,1,100,0.029223
1631709028.913522,164471.000,27212,2,EA,1,100,0.029228
1631709028.977648,164535.000,27229,1,EA,1,100,0.029220
1631709029.042775,164600.000,27247,2,EA,1,100,0.029221
1631709029.107903,164665.000,27247,2,EA,1,100,0.029228
1631709029.173531,164730.500,27266,2,EA,1,100,0.029228
1631709029.239159,164796.000,27266,2,EA,1,100,0.029223
1631709029.306290,164863.000,27284,1,EA,1,100,0.029229
1631709029.371418,164928.000,27303,2,EA,1,100,0.029228
1631709029.436545,164993.000,27303,2,EA,1,100,0.029222
1631709029.501672,165058.000,27319,1,EA,1,100,0.029228
1631709029.567300,165123.500,27338,2,EA,1,100,0.029226
1631709029.632928,165189.000,27338,2,EA,1,100,0.029223
1631709029.699058,165255.000,27357,1,EA,1,100,0.029229
1631709029.764686,165320.500,27376,2,EA,1,100,0.029225
1631709029.830314,165386.000,27376,2,EA,1,100,0.029224
1631709029.896443,165452.000,27392,1,EA,1,100,0.029227
1631709029.961070,165516.500,27411,2,EA,1,100,0.029229
1631709030.025696,165581.000,27411,2,EA,1,100,0.029226
1631709030.090823,165646.000,27429,1,EA,1,100,0.029228
1631709030.156451,165711.500,27448,2,EA,1,100,0.029225
1631709030.222080,165777.000,27448,2,EA,1,100,0.029220
1631709030.287708,165842.500,27466,2,EA,1,100,0.029223
1631709030.353336,165908.000,27466,2,EA,1,100,0.029229
1631709030.419466,165974.000,27483,1,EA,1,100,0.029229
1631709030.484593,166039.000,27501,2,EA,1,100,0.029229
1631709030.549720,166104.000,27501,2,EA,1,100,0.029226
1631709030.614847,166169.000,27520,1,EA,1,100,0.029220
1631709030.680476,166234.500,27539,2,EA,1,100,0.029222
1631709030.746104,166300.000,27539,2,EA,1,100,0.029230
1631709030.810229,166364.000,27556,1,EA,1,100,0.029226
1631709030.875857,166429.500,27574,2,EA,1,100,0.029223
1631709030.941486,166495.000,27574,2,EA,1,100,0.029230
1631709031.006613,166560.000,27593,1,EA,1,100,0.029229
1631709031.071740,166625.000,27611,2,EA,1,100,0.029223
1631709031.136868,166690.000,27611,2,EA,1,100,0.029228
1631709031.202997,166756.000,27630,1,EA,1,100,0.029226
1631709031.268124,166821.000,27646,2,EA,1,100,0.029227
1631709031.333251,166886.000,27646,2,EA,1,100,0.029228
1631709031.399380,166952.000,27665,2,EA,1,100,0.029224
1631709031.465510,167018.000,27665,2,EA,1,100,0.029221
1631709031.531639,167084.000,27683,1,EA,1,100,0.029229
1631709031.596265,167148.500,27702,2,EA,1,100,0.029229
1631709031.660892,167213.000,27702,2,EA,1,100,0.029227
1631709031.726019,167278.000,27719,1,EA,1,100,0.029229
1631709031.791146,167343.000,27738,2,EA,1,100,0.029223
1631709031.856273,167408.000,27738,2,EA,1,100,0.029223
1631709031.921401,167473.000,27756,1,EA,1,100,0.029229
1631709031.987530,167539.000,27775,2,EA,1,100,0.029226
1631709032.053659,167605.000,27775,2,EA,1,100,0.029223
1631709032.118786,167670.000,27791,1,EA,1,100,0.029228
1631709032.184415,167735.500,27810,2,EA,1,100,0.029226
1631709032.250043,167801.000,27810,2,EA,1,100,0.029223
1631709032.315170,167866.000,27828,1,EA,1,100,0.029228
1631709032.379797,167930.500,27847,2,EA,1,100,0.029225
1631709032.444423,167995.000,27847,2,EA,1,100,0.029223
1631709032.511053,168061.500,27865,2,EA,1,100,0.029228
1631709032.577683,168128.000,27865,2,EA,1,100,0.029230
1631709032.641809,168192.000,27883,1,EA,1,100,0.029227
1631709032.706936,168257.000,27901,2,EA,1,100,0.029226
1631709032.772063,168322.000,27901,2,EA,1,100,0.029230
1631709032.838192,168388.000,27920,1,EA,1,100,0.029221
1631709032.902819,168452.500,27943,2,EA,1,100,0.029222
1631709032.967445,168517.000,27943,2,EA,1,100,0.029230
1631709033.033574,168583.000,27960,1,EA,1,100,0.029229
1631709033.099703,168649.000,27978,2,EA,1,100,0.029228
1631709033.165833,168715.000,27978,2,EA,1,100,0.029226
1631709033.229958,168779.000,27997,1,EA,1,100,0.029219
1631709033.295586,168844.500,28015,2,EA,1,100,0.029223
1631709033.361214,168910.000,28015,2,EA,1,100,0.029229
1631709033.425841,168974.500,28034,2,EA,1,100,0.029218
1631709033.490467,169039.000,28034,2,EA,1,100,0.029222
1631709033.556596,169105.000,28050,1,EA,1,100,0.029230
1631709033.622225,169170.500,28070,2,EA,1,100,0.029230
1631709033.687853,169236.000,28070,2,EA,1,100,0.029229
1631709033.752980,169301.000,28088,1,EA,1,100,0.029226
1631709033.818608,169366.500,28107,2,EA,1,100,0.029226
1631709033.884237,169432.000,28107,2,EA,1,100,0.029225
1631709033.949364,169497.000,28125,2,EA,1,100,0.029227
1631709034.014491,169562.000,28125,2,EA,1,100,0.029221
1631709034.078616,169626.000,28142,1,EA,1,100,0.029223
1631709034.144746,169692.000,28160,2,EA,1,100,0.029227
1631709034.210875,169758.000,28160,2,EA,1,100,0.029227
1631709034.275000,169822.000,28179,1,EA,1,100,0.029225
1631709034.340628,169887.500,28197,2,EA,1,100,0.029228
1631709034.406257,169953.000,28197,2,EA,1,100,0.029227
1631709034.471384,170018.000,28216,1,EA,1,100,0.029223
1631709034.536511,170083.000,28233,2,EA,1,100,0.029225
1631709034.601639,170148.000,28233,2,EA,1,100,0.029226
1631709034.667267,170213.500,28252,2,EA,1,100,0.029227
1631709034.732895,170279.000,28252,2,EA,1,100,0.029228
1631709034.799024,170345.000,28270,1,EA,1,100,0.029226
1631709034.864652,170410.500,28289,2,EA,1,100,0.029222
1631709034.930281,170476.000,28289,2,EA,1,100,0.029229
1631709034.995408,170541.000,28305,1,EA,1,100,0.029227
1631709035.060034,170605.500,28324,2,EA,1,100,0.029230
1631709035.124660,170670.000,28324,2,EA,1,100,0.029230
1631709035.190790,170736.000,28342,1,EA,1,100,0.029230
1631709035.256418,170801.500,28361,2,EA,1,100,0.029225
1631709035.322046,170867.000,28361,2,EA,1,100,0.029227
1631709035.388175,170933.000,28377,1,EA,1,100,0.029230
1631709035.453303,170998.000,28396,2,EA,1,100,0.029229
1631709035.518430,171063.000,28396,2,EA,1,100,0.029228
1631709035.583056,171127.500,28415,2,EA,1,100,0.029224
1631709035.647683,171192.000,28415,2,EA,1,100,0.029228
1631709035.712810,171257.000,28434,1,EA,1,100,0.029226
1631709035.779440,171323.500,28452,2,EA,1,100,0.029227
1631709035.846070,171390.000,28452,2,EA,1,100,0.029225
1631709035.910196,171454.000,28469,1,EA,1,100,0.029222
1631709035.975824,171519.500,28487,2,EA,1,100,0.029223
1631709036.041452,171585.000,28487,2,EA,1,100,0.029229
1631709036.105577,171649.000,28506,1,EA,1,100,0.029224
1631709036.170705,171714.000,28524,2,EA,1,100,0.029228
1631709036.235832,171779.000,28524,2,EA,1,100,0.029226
1631709036.301961,171845.000,28541,1,EA,1,100,0.029222
1631709036.367589,171910.500,28559,2,EA,1,100,0.029228
1631709036.433218,171976.000,28559,2,EA,1,100,0.029225
1631709036.498345,172041.000,28578,1,EA,1,100,0.029223
1631709036.563472,172106.000,28597,2,EA,1,100,0.029228
1631709036.628600,172171.000,28597,2,EA,1,100,0.029228
1631709036.693727,172236.000,28616,2,EA,1,100,0.029229
1631709036.758854,172301.000,28616,2,EA,1,100,0.029225
1631709036.824983,172367.000,28632,1,EA,1,100,0.029225
1631709036.890111,172432.000,28651,2,EA,1,100,0.029219
1631709036.955238,172497.000,28651,2,EA,1,100,0.029228
1631709037.021367,172563.000,28669,1,EA,1,100,0.029224
1631709037.085994,172627.500,28688,2,EA,1,100,0.029222
1631709037.150620,172692.000,28688,2,EA,1,100,0.029230
1631709037.214745,172756.000,28704,1,EA,1,100,0.029229
1631709037.280373,172821.500,28723,2,EA,1,100,0.029227
1631709037.346002,172887.000,28723,2,EA,1,100,0.029229
1631709037.412131,172953.000,28741,1,EA,1,100,0.029224
1631709037.477759,173018.500,28761,2,EA,1,100,0.029223
1631709037.543387,173084.000,28761,2,EA,1,100,0.029225
1631709037.609517,173150.000,28779,1,EA,1,100,0.029228
1631709037.674143,173214.500,28796,2,EA,1,100,0.029224
1631709037.738769,173279.000,28796,2,EA,1,100,0.029227
1631709037.804397,173344.500,28814,2,EA,1,100,0.029229
1631709037.870026,173410.000,28814,2,EA,1,100,0.029225
1631709037.936155,173476.000,28833,1,EA,1,100,0.029224
1631709038.001282,173541.000,28856,2,EA,1,100,0.029224
