EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1631709027.254280,162815.000,26912,3,PI,1,100,159385
1631709027.292354,162853.000,26912,3,PI,1,100,159458
1631709027.332934,162893.500,26931,2,PI,1,100,159469
1631709027.373513,162934.000,26931,2,PI,1,100,159505
1631709027.411587,162972.000,26949,3,PI,1,100,159410
1631709027.449662,163010.000,26949,3,PI,1,100,159411
1631709027.487736,163048.000,26949,3,PI,1,100,159447
1631709027.528316,163088.500,26968,2,PI,1,100,159445
1631709027.568895,163129.000,26968,2,PI,1,100,159430
1631709027.607637,163167.667,26984,3,PI,1,100,159366
1631709027.646380,163206.333,26984,3,PI,1,100,159367
1631709027.685122,163245.000,26984,3,PI,1,100,159326
1631709027.722862,163282.667,27009,3,PI,1,100,159338
1631709027.760603,163320.333,27009,3,PI,1,100,159392
1631709027.798343,163358.000,27009,3,PI,1,100,159358
1631709027.839424,163399.000,27027,2,PI,1,100,159313
1631709027.880504,163440.000,27027,2,PI,1,100,159261
1631709027.917910,163477.333,27046,3,PI,1,100,159257
1631709027.955317,163514.667,27046,3,PI,1,100,159253
1631709027.992723,163552.000,27046,3,PI,1,100,159198
1631709028.033803,163593.000,27064,2,PI,1,100,158934
1631709028.074884,163634.000,27064,2,PI,1,100,158900
1631709028.113292,163672.333,27081,3,PI,1,100,158927
1631709028.151700,163710.667,27081,3,PI,1,100,158839
1631709028.190109,163749.000,27081,3,PI,1,100,158781
1631709028.233861,163792.667,27099,3,PI,1,100,158791
1631709028.277613,163836.333,27099,3,PI,1,100,158677
1631709028.321365,163880.000,27099,3,PI,1,100,158495
1631709028.353929,163912.500,27118,2,PI,1,100,158342
1631709028.386493,163945.000,27118,2,PI,1,100,158205
1631709028.429911,163988.333,27136,3,PI,1,100,158168
1631709028.473329,164031.667,27136,3,PI,1,100,158223
1631709028.516747,164075.000,27136,3,PI,1,100,158332
1631709028.549812,164108.000,27153,2,PI,1,100,158357
1631709028.582876,164141.000,27153,2,PI,1,100,158304
1631709028.626963,164185.000,27171,3,PI,1,100,158244
1631709028.671049,164229.000,27171,3,PI,1,100,158138
1631709028.715135,164273.000,27171,3,PI,1,100,158089
1631709028.752875,164310.667,27191,3,PI,1,100,158018
1631709028.790616,164348.333,27191,3,PI,1,100,157993
1631709028.828356,164386.000,27191,3,PI,1,100,158022
1631709028.869437,164427.000,27209,2,PI,1,100,158025
1631709028.910517,164468.000,27209,2,PI,1,100,158008
1631709028.947589,164505.000,27226,3,PI,1,100,158039
1631709028.984662,164542.000,27226,3,PI,1,100,158053
1631709029.021734,164579.000,27226,3,PI,1,100,158028
1631709029.063315,164620.500,27244,2,PI,1,100,157941
1631709029.104897,164662.000,27244,2,PI,1,100,157791
1631709029.148649,164705.667,27263,3,PI,1,100,157761
1631709029.192401,164749.333,27263,3,PI,1,100,157759
1631709029.236153,164793.000,27263,3,PI,1,100,157771
1631709029.277734,164834.500,27281,2,PI,1,100,157808
1631709029.319316,164876.000,27281,2,PI,1,100,157841
1631709029.359895,164916.500,27300,2,PI,1,100,157868
1631709029.400474,164957.000,27300,2,PI,1,100,157912
1631709029.438883,164995.333,27316,3,PI,1,100,157990
1631709029.477291,165033.667,27316,3,PI,1,100,158130
1631709029.515699,165072.000,27316,3,PI,1,100,158270
1631709029.556279,165112.500,27335,2,PI,1,100,158356
1631709029.596858,165153.000,27335,2,PI,1,100,158426
1631709029.635266,165191.333,27354,3,PI,1,100,158444
1631709029.673675,165229.667,27354,3,PI,1,100,158211
1631709029.712083,165268.000,27354,3,PI,1,100,158056
1631709029.755835,165311.667,27373,3,PI,1,100,157994
1631709029.799587,165355.333,27373,3,PI,1,100,157963
1631709029.843340,165399.000,27373,3,PI,1,100,158019
1631709029.876404,165432.000,27389,2,PI,1,100,158097
1631709029.909469,165465.000,27389,2,PI,1,100,158140
1631709029.952553,165508.000,27408,3,PI,1,100,158205
1631709029.995637,165551.000,27408,3,PI,1,100,158260
1631709030.038722,165594.000,27408,3,PI,1,100,158328
1631709030.071786,165627.000,27426,2,PI,1,100,158408
1631709030.104851,165660.000,27426,2,PI,1,100,158492
1631709030.148269,165703.333,27445,3,PI,1,100,158574
1631709030.191687,165746.667,27445,3,PI,1,100,158614
1631709030.235105,165790.000,27445,3,PI,1,100,158464
1631709030.276186,165831.000,27463,2,PI,1,100,158245
1631709030.317266,165872.000,27463,2,PI,1,100,158186
1631709030.355674,165910.333,27480,3,PI,1,100,158168
1631709030.394083,165948.667,27480,3,PI,1,100,158157
1631709030.432491,165987.000,27480,3,PI,1,100,158226
1631709030.470565,166025.000,27498,3,PI,1,100,158205
1631709030.508640,166063.000,27498,3,PI,1,100,158244
1631709030.546714,166101.000,27498,3,PI,1,100,158261
1631709030.587294,166141.500,27517,2,PI,1,100,158261
1631709030.627873,166182.000,27517,2,PI,1,100,158340
1631709030.666281,166220.333,27536,3,PI,1,100,158368
1631709030.704690,166258.667,27536,3,PI,1,100,158423
1631709030.743098,166297.000,27536,3,PI,1,100,158463
1631709030.780504,166334.333,27553,3,PI,1,100,158496
1631709030.817911,166371.667,27553,3,PI,1,100,158551
1631709030.855317,166409.000,27553,3,PI,1,100,158374
1631709030.896398,166450.000,27571,2,PI,1,100,158205
1631709030.937478,166491.000,27571,2,PI,1,100,158165
1631709030.975552,166529.000,27590,3,PI,1,100,158111
1631709031.013627,166567.000,27590,3,PI,1,100,158148
1631709031.051701,166605.000,27590,3,PI,1,100,158162
1631709031.092781,166646.000,27608,2,PI,1,100,158183
1631709031.133862,166687.000,27608,2,PI,1,100,158191
1631709031.171936,166725.000,27627,3,PI,1,100,158198
1631709031.210011,166763.000,27627,3,PI,1,100,158250
1631709031.248085,166801.000,27627,3,PI,1,100,158279
1631709031.289165,166842.000,27643,2,PI,1,100,158318
1631709031.330245,166883.000,27643,2,PI,1,100,158358
1631709031.368654,166921.333,27662,3,PI,1,100,158435
1631709031.407062,166959.667,27662,3,PI,1,100,158501
1631709031.445471,166998.000,27662,3,PI,1,100,158589
1631709031.483879,167036.333,27680,3,PI,1,100,158667
1631709031.522287,167074.667,27680,3,PI,1,100,158622
1631709031.560696,167113.000,27680,3,PI,1,100,158433
1631709031.600774,167153.000,27699,2,PI,1,100,158322
1631709031.640852,167193.000,27699,2,PI,1,100,158322
1631709031.678927,167231.000,27716,3,PI,1,100,158338
1631709031.717001,167269.000,27716,3,PI,1,100,158385
1631709031.755076,167307.000,27716,3,PI,1,100,158461
1631709031.795655,167347.500,27735,2,PI,1,100,158509
1631709031.836234,167388.000,27735,2,PI,1,100,158583
1631709031.874643,167426.333,27753,3,PI,1,100,158635
1631709031.913051,167464.667,27753,3,PI,1,100,158697
1631709031.951459,167503.000,27753,3,PI,1,100,158724
1631709031.992540,167544.000,27772,2,PI,1,100,158807
1631709032.033620,167585.000,27772,2,PI,1,100,158884
1631709032.071694,167623.000,27788,3,PI,1,100,158920
1631709032.109769,167661.000,27788,3,PI,1,100,158935
1631709032.147843,167699.000,27788,3,PI,1,100,158924
1631709032.188923,167740.000,27807,2,PI,1,100,158953
1631709032.230004,167781.000,27807,2,PI,1,100,158962
1631709032.267744,167818.667,27825,3,PI,1,100,158841
1631709032.305485,167856.333,27825,3,PI,1,100,158698
1631709032.343225,167894.000,27825,3,PI,1,100,158653
1631709032.386643,167937.333,27844,3,PI,1,100,158674
1631709032.430061,167980.667,27844,3,PI,1,100,158709
1631709032.473480,168024.000,27844,3,PI,1,100,158753
1631709032.507045,168057.500,27862,2,PI,1,100,158757
1631709032.540611,168091.000,27862,2,PI,1,100,158779
1631709032.584029,168134.333,27880,3,PI,1,100,158861
1631709032.627447,168177.667,27880,3,PI,1,100,158884
1631709032.670865,168221.000,27880,3,PI,1,100,158917
1631709032.703429,168253.500,27898,2,PI,1,100,158918
1631709032.735993,168286.000,27898,2,PI,1,100,158940
1631709032.779411,168329.333,27917,3,PI,1,100,158957
1631709032.822829,168372.667,27917,3,PI,1,100,158951
1631709032.866247,168416.000,27917,3,PI,1,100,158956
1631709032.904321,168454.000,27940,3,PI,1,100,158959
1631709032.942396,168492.000,27940,3,PI,1,100,158853
1631709032.980470,168530.000,27940,3,PI,1,100,158752
1631709033.021551,168571.000,27957,2,PI,1,100,158708
1631709033.062631,168612.000,27957,2,PI,1,100,158722
1631709033.101373,168650.667,27975,3,PI,1,100,158768
1631709033.140116,168689.333,27975,3,PI,1,100,158791
1631709033.178858,168728.000,27975,3,PI,1,100,158836
1631709033.218936,168768.000,27994,2,PI,1,100,158873
1631709033.259015,168808.000,27994,2,PI,1,100,158893
1631709033.297423,168846.333,28012,3,PI,1,100,158935
1631709033.335831,168884.667,28012,3,PI,1,100,158925
1631709033.374240,168923.000,28012,3,PI,1,100,158954
1631709033.411980,168960.667,28031,3,PI,1,100,158971
1631709033.449721,168998.333,28031,3,PI,1,100,158981
1631709033.487461,169036.000,28031,3,PI,1,100,159009
1631709033.526203,169074.667,28047,3,PI,1,100,158999
1631709033.564946,169113.333,28047,3,PI,1,100,159027
1631709033.603688,169152.000,28047,3,PI,1,100,158956
1631709033.644268,169192.500,28067,2,PI,1,100,158825
1631709033.684847,169233.000,28067,2,PI,1,100,158785
1631709033.722587,169270.667,28085,3,PI,1,100,158767
1631709033.760328,169308.333,28085,3,PI,1,100,158815
1631709033.798068,169346.000,28085,3,PI,1,100,158866
1631709033.839148,169387.000,28104,2,PI,1,100,158854
1631709033.880229,169428.000,28104,2,PI,1,100,158905
1631709033.918303,169466.000,28122,3,PI,1,100,158898
1631709033.956378,169504.000,28122,3,PI,1,100,158959
1631709033.994452,169542.000,28122,3,PI,1,100,158991
1631709034.032192,169579.667,28139,3,PI,1,100,159018
1631709034.069933,169617.333,28139,3,PI,1,100,159026
1631709034.107673,169655.000,28139,3,PI,1,100,159022
1631709034.149254,169696.500,28157,2,PI,1,100,159040
1631709034.190836,169738.000,28157,2,PI,1,100,159043
1631709034.228576,169775.667,28176,3,PI,1,100,159023
1631709034.266316,169813.333,28176,3,PI,1,100,158876
1631709034.304057,169851.000,28176,3,PI,1,100,158776
1631709034.345137,169892.000,28194,2,PI,1,100,158765
1631709034.386218,169933.000,28194,2,PI,1,100,158788
1631709034.423958,169970.667,28213,3,PI,1,100,158814
1631709034.461698,170008.333,28213,3,PI,1,100,158834
1631709034.499439,170046.000,28213,3,PI,1,100,158841
1631709034.543525,170090.000,28230,3,PI,1,100,158900
1631709034.587611,170134.000,28230,3,PI,1,100,158942
1631709034.631697,170178.000,28230,3,PI,1,100,158959
1631709034.664261,170210.500,28249,2,PI,1,100,158969
1631709034.696825,170243.000,28249,2,PI,1,100,158982
1631709034.740577,170286.667,28267,3,PI,1,100,159038
1631709034.784329,170330.333,28267,3,PI,1,100,159046
1631709034.828081,170374.000,28267,3,PI,1,100,159048
1631709034.860645,170406.500,28286,2,PI,1,100,159043
1631709034.893208,170439.000,28286,2,PI,1,100,159042
1631709034.936626,170482.333,28302,3,PI,1,100,158908
1631709034.980045,170525.667,28302,3,PI,1,100,158800
1631709035.023463,170569.000,28302,3,PI,1,100,158790
1631709035.061871,170607.333,28321,3,PI,1,100,158794
1631709035.100280,170645.667,28321,3,PI,1,100,158840
1631709035.138688,170684.000,28321,3,PI,1,100,158864
1631709035.179768,170725.000,28339,2,PI,1,100,158889
1631709035.220849,170766.000,28339,2,PI,1,100,158883
1631709035.258923,170804.000,28358,3,PI,1,100,158936
1631709035.296997,170842.000,28358,3,PI,1,100,158991
1631709035.335072,170880.000,28358,3,PI,1,100,159017
1631709035.376152,170921.000,28374,2,PI,1,100,159043
1631709035.417232,170962.000,28374,2,PI,1,100,159065
1631709035.455307,171000.000,28393,3,PI,1,100,159044
1631709035.493381,171038.000,28393,3,PI,1,100,159080
1631709035.531456,171076.000,28393,3,PI,1,100,159091
1631709035.569196,171113.667,28412,3,PI,1,100,159082
1631709035.606936,171151.333,28412,3,PI,1,100,158986
1631709035.644677,171189.000,28412,3,PI,1,100,158830
1631709035.685757,171230.000,28431,2,PI,1,100,158837
1631709035.726837,171271.000,28431,2,PI,1,100,158854
1631709035.765246,171309.333,28449,3,PI,1,100,158887
1631709035.803654,171347.667,28449,3,PI,1,100,158922
1631709035.842062,171386.000,28449,3,PI,1,100,158922
1631709035.882642,171426.500,28466,2,PI,1,100,158957
1631709035.923221,171467.000,28466,2,PI,1,100,158999
1631709035.961630,171505.333,28484,3,PI,1,100,159021
1631709036.000038,171543.667,28484,3,PI,1,100,159058
1631709036.038446,171582.000,28484,3,PI,1,100,159067
1631709036.075519,171619.000,28503,3,PI,1,100,159069
1631709036.112591,171656.000,28503,3,PI,1,100,159096
1631709036.149664,171693.000,28503,3,PI,1,100,159104
1631709036.191245,171734.500,28521,2,PI,1,100,159128
1631709036.232826,171776.000,28521,2,PI,1,100,159109
1631709036.271235,171814.333,28538,3,PI,1,100,159076
1631709036.309643,171852.667,28538,3,PI,1,100,158960
1631709036.348051,171891.000,28538,3,PI,1,100,158912
1631709036.388631,171931.500,28556,2,PI,1,100,158914
1631709036.429210,171972.000,28556,2,PI,1,100,158921
1631709036.467284,172010.000,28575,3,PI,1,100,158967
1631709036.505359,172048.000,28575,3,PI,1,100,158992
1631709036.543433,172086.000,28575,3,PI,1,100,158982
1631709036.584513,172127.000,28594,2,PI,1,100,159020
1631709036.625594,172168.000,28594,2,PI,1,100,159016
1631709036.663334,172205.667,28613,3,PI,1,100,159090
1631709036.701075,172243.333,28613,3,PI,1,100,159116
1631709036.738815,172281.000,28613,3,PI,1,100,159120
1631709036.780396,172322.500,28629,2,PI,1,100,159143
1631709036.821978,172364.000,28629,2,PI,1,100,159150
1631709036.860052,172402.000,28648,3,PI,1,100,159171
1631709036.898126,172440.000,28648,3,PI,1,100,159104
1631709036.936201,172478.000,28648,3,PI,1,100,158875
1631709036.976780,172518.500,28666,2,PI,1,100,158802
1631709037.017359,172559.000,28666,2,PI,1,100,158749
1631709037.055100,172596.667,28685,3,PI,1,100,158729
1631709037.092840,172634.333,28685,3,PI,1,100,158780
1631709037.130581,172672.000,28685,3,PI,1,100,158804
1631709037.173999,172715.333,28701,3,PI,1,100,158859
1631709037.217417,172758.667,28701,3,PI,1,100,158925
1631709037.260835,172802.000,28701,3,PI,1,100,158971
1631709037.293399,172834.500,28720,2,PI,1,100,158989
1631709037.325962,172867.000,28720,2,PI,1,100,159033
1631709037.370049,172911.000,28738,3,PI,1,100,159050
1631709037.414135,172955.000,28738,3,PI,1,100,159096
1631709037.458221,172999.000,28738,3,PI,1,100,159152
1631709037.490784,173031.500,28758,2,PI,1,100,159182
1631709037.523348,173064.000,28758,2,PI,1,100,159213
1631709037.567100,173107.667,28776,3,PI,1,100,159137
1631709037.610852,173151.333,28776,3,PI,1,100,159088
1631709037.654605,173195.000,28776,3,PI,1,100,159012
1631709037.692345,173232.667,28793,3,PI,1,100,158984
1631709037.730086,173270.333,28793,3,PI,1,100,158957
1631709037.767826,173308.000,28793,3,PI,1,100,158953
1631709037.808906,173349.000,28811,2,PI,1,100,158976
1631709037.849987,173390.000,28811,2,PI,1,100,158996
1631709037.888061,173428.000,28830,3,PI,1,100,159016
1631709037.926135,173466.000,28830,3,PI,1,100,158998
1631709037.964210,173504.000,28830,3,PI,1,100,159030
1631709038.002618,173542.333,28853,3,PI,1,100,159069
1631709038.041027,173580.667,28853,3,PI,1,100,159090
1631709038.079435,173619.000,28853,3,PI,1,100,159106
1631709038.116841,173656.333,28872,3,PI,1,100,159117
1631709038.154248,173693.667,28872,3,PI,1,100,159144
1631709038.191654,173731.000,28872,3,PI,1,100,159165
1631709038.230062,173769.333,28888,3,PI,1,100,159151
1631709038.268471,173807.667,28888,3,PI,1,100,159032
1631709038.306879,173846.000,28888,3,PI,1,100,158905
1631709038.347960,173887.000,28907,2,PI,1,100,158861
1631709038.389040,173928.000,28907,2,PI,1,100,158861
1631709038.427782,173966.667,28925,3,PI,1,100,158869
1631709038.466525,174005.333,28925,3,PI,1,100,158914
1631709038.505267,174044.000,28925,3,PI,1,100,158961
1631709038.545846,174084.500,28945,2,PI,1,100,158979
1631709038.586426,174125.000,28945,2,PI,1,100,159046
1631709038.624500,174163.000,28963,3,PI,1,100,159089
1631709038.662575,174201.000,28963,3,PI,1,100,159154
1631709038.700649,174239.000,28963,3,PI,1,100,159186
1631709038.740727,174279.000,28980,2,PI,1,100,159206
1631709038.780806,174319.000,28980,2,PI,1,100,159248
1631709038.819214,174357.333,28998,3,PI,1,100,159307
1631709038.857622,174395.667,28998,3,PI,1,100,159361
1631709038.896031,174434.000,28998,3,PI,1,100,159374
1631709038.937111,174475.000,29017,2,PI,1,100,159309
1631709038.978191,174516.000,29017,2,PI,1,100,159213
1631709039.016600,174554.333,29035,3,PI,1,100,159218
1631709039.055008,174592.667,29035,3,PI,1,100,159228
1631709039.093416,174631.000,29035,3,PI,1,100,159234
1631709039.134497,174672.000,29052,2,PI,1,100,159240
1631709039.175577,174713.000,29052,2,PI,1,100,159235
1631709039.213651,174751.000,29070,3,PI,1,100,159159
1631709039.251726,174789.000,29070,3,PI,1,100,159072
1631709039.289800,174827.000,29070,3,PI,1,100,159054
1631709039.333218,174870.333,29089,3,PI,1,100,159066
1631709039.376637,174913.667,29089,3,PI,1,100,159171
1631709039.420055,174957.000,29089,3,PI,1,100,159236
1631709039.453119,174990.000,29108,2,PI,1,100,159268
1631709039.486184,175023.000,29108,2,PI,1,100,159309
1631709039.529936,175066.667,29125,3,PI,1,100,159387
1631709039.573688,175110.333,29125,3,PI,1,100,159511
1631709039.617440,175154.000,29125,3,PI,1,100,159608
1631709039.650505,175187.000,29143,2,PI,1,100,159671
1631709039.683570,175220.000,29143,2,PI,1,100,159739
1631709039.726654,175263.000,29162,3,PI,1,100,159771
1631709039.769738,175306.000,29162,3,PI,1,100,159746
1631709039.812822,175349.000,29162,3,PI,1,100,159726
1631709039.850897,175387.000,29180,3,PI,1,100,159704
1631709039.888971,175425.000,29180,3,PI,1,100,159691
1631709039.927046,175463.000,29180,3,PI,1,100,159706
1631709039.968126,175504.000,29199,2,PI,1,100,159705
1631709040.009206,175545.000,29199,2,PI,1,100,159739
1631709040.047615,175583.333,29215,3,PI,1,100,159751
1631709040.086023,175621.667,29215,3,PI,1,100,159758
1631709040.124431,175660.000,29215,3,PI,1,100,159781
1631709040.165512,175701.000,29234,2,PI,1,100,159751
1631709040.206592,175742.000,29234,2,PI,1,100,159748
1631709040.245000,175780.333,29252,3,PI,1,100,159700
1631709040.283409,175818.667,29252,3,PI,1,100,159678
1631709040.321817,175857.000,29252,3,PI,1,100,159690
1631709040.362396,175897.500,29271,2,PI,1,100,159655
1631709040.402976,175938.000,29271,2,PI,1,100,159677
1631709040.441050,175976.000,29288,3,PI,1,100,159676
1631709040.479124,176014.000,29288,3,PI,1,100,159690
1631709040.517199,176052.000,29288,3,PI,1,100,159711
1631709040.555607,176090.333,29307,3,PI,1,100,159736
1631709040.594016,176128.667,29307,3,PI,1,100,159763
1631709040.632424,176167.000,29307,3,PI,1,100,159812
1631709040.673003,176207.500,29325,2,PI,1,100,159799
1631709040.713583,176248.000,29325,2,PI,1,100,159849
1631709040.751991,176286.333,29344,3,PI,1,100,159870
1631709040.790399,176324.667,29344,3,PI,1,100,159866
1631709040.828808,176363.000,29344,3,PI,1,100,159837
1631709040.869387,176403.500,29362,2,PI,1,100,159767
1631709040.909966,176444.000,29362,2,PI,1,100,159740
1631709040.948375,176482.333,29379,3,PI,1,100,159702
1631709040.986783,176520.667,29379,3,PI,1,100,159681
1631709041.025192,176559.000,29379,3,PI,1,100,159677
1631709041.063266,176597.000,29397,3,PI,1,100,159636
1631709041.101340,176635.000,29397,3,PI,1,100,159636
1631709041.139415,176673.000,29397,3,PI,1,100,159642
1631709041.180996,176714.500,29416,2,PI,1,100,159637
1631709041.222577,176756.000,29416,2,PI,1,100,159631
1631709041.260652,176794.000,29434,3,PI,1,100,159627
1631709041.298726,176832.000,29434,3,PI,1,100,159620
1631709041.336801,176870.000,29434,3,PI,1,100,159633
1631709041.377380,176910.500,29451,2,PI,1,100,159629
1631709041.417959,176951.000,29451,2,PI,1,100,159579
1631709041.456033,176989.000,29470,3,PI,1,100,159511
1631709041.494108,177027.000,29470,3,PI,1,100,159475
1631709041.532182,177065.000,29470,3,PI,1,100,159474
1631709041.573263,177106.000,29489,2,PI,1,100,159471
1631709041.614343,177147.000,29489,2,PI,1,100,159451
1631709041.652417,177185.000,29507,3,PI,1,100,159424
1631709041.690492,177223.000,29507,3,PI,1,100,159393
1631709041.728566,177261.000,29507,3,PI,1,100,159405
1631709041.770147,177302.500,29524,2,PI,1,100,159421
1631709041.811729,177344.000,29524,2,PI,1,100,159419
1631709041.849469,177381.667,29542,3,PI,1,100,159406
1631709041.887209,177419.333,29542,3,PI,1,100,159423
1631709041.924950,177457.000,29542,3,PI,1,100,159436
1631709041.968702,177500.667,29561,3,PI,1,100,159404
1631709042.012454,177544.333,29561,3,PI,1,100,159348
1631709042.056206,177588.000,29561,3,PI,1,100,159261
1631709042.089271,177621.000,29579,2,PI,1,100,159301
1631709042.122336,177654.000,29579,2,PI,1,100,159293
1631709042.165420,177697.000,29598,3,PI,1,100,159279
1631709042.208504,177740.000,29598,3,PI,1,100,159257
1631709042.251588,177783.000,29598,3,PI,1,100,159240
1631709042.284152,177815.500,29614,2,PI,1,100,159270
1631709042.316715,177848.000,29614,2,PI,1,100,159269
1631709042.360468,177891.667,29633,3,PI,1,100,159275
1631709042.404220,177935.333,29633,3,PI,1,100,159259
1631709042.447972,177979.000,29633,3,PI,1,100,159292
1631709042.485713,178016.667,29652,3,PI,1,100,159289
1631709042.523453,178054.333,29652,3,PI,1,100,159280
1631709042.561193,178092.000,29652,3,PI,1,100,159229
1631709042.602273,178133.000,29671,2,PI,1,100,159157
1631709042.643354,178174.000,29671,2,PI,1,100,159178
1631709042.681428,178212.000,29687,3,PI,1,100,159150
1631709042.719503,178250.000,29687,3,PI,1,100,159169
1631709042.757577,178288.000,29687,3,PI,1,100,159164
1631709042.799158,178329.500,29706,2,PI,1,100,159127
1631709042.840739,178371.000,29706,2,PI,1,100,159170
1631709042.879148,178409.333,29724,3,PI,1,100,159162
1631709042.917556,178447.667,29724,3,PI,1,100,159201
1631709042.955965,178486.000,29724,3,PI,1,100,159218
1631709042.996544,178526.500,29743,2,PI,1,100,159210
1631709043.037123,178567.000,29743,2,PI,1,100,159270
1631709043.076200,178606.000,29767,5,PI,1,100,159268
1631709043.115276,178645.000,29767,5,PI,1,100,159240
1631709043.154352,178684.000,29767,5,PI,1,100,159195
1631709043.193429,178723.000,29767,5,PI,1,100,159162
1631709043.232505,178762.000,29767,5,PI,1,100,159169
1631709043.265069,178794.500,29785,2,PI,1,100,159167
1631709043.297632,178827.000,29785,2,PI,1,100,159169
1631709043.341385,178870.667,29804,3,PI,1,100,159174
1631709043.385137,178914.333,29804,3,PI,1,100,159182
1631709043.428889,178958.000,29804,3,PI,1,100,159206
1631709043.466629,178995.667,29821,3,PI,1,100,159207
1631709043.504370,179033.333,29821,3,PI,1,100,159223
1631709043.542110,179071.000,29821,3,PI,1,100,159233
1631709043.583190,179112.000,29840,2,PI,1,100,159238
1631709043.624271,179153.000,29840,2,PI,1,100,159271
1631709043.662345,179191.000,29858,3,PI,1,100,159250
1631709043.700420,179229.000,29858,3,PI,1,100,159211
1631709043.738494,179267.000,29858,3,PI,1,100,159165
1631709043.779574,179308.000,29877,2,PI,1,100,159145
1631709043.820655,179349.000,29877,2,PI,1,100,159165
1631709043.858395,179386.667,29895,3,PI,1,100,159185
1631709043.896135,179424.333,29895,3,PI,1,100,159171
1631709043.933876,179462.000,29895,3,PI,1,100,159174
1631709043.971950,179500.000,29912,3,PI,1,100,159183
1631709044.010025,179538.000,29912,3,PI,1,100,159196
1631709044.048099,179576.000,29912,3,PI,1,100,159204
1631709044.089179,179617.000,29930,2,PI,1,100,159215
1631709044.130260,179658.000,29930,2,PI,1,100,159248
1631709044.168000,179695.667,29949,3,PI,1,100,159250
1631709044.205740,179733.333,29949,3,PI,1,100,159254
1631709044.243481,179771.000,29949,3,PI,1,100,159208
1631709044.281555,179809.000,29967,3,PI,1,100,159140
1631709044.319630,179847.000,29967,3,PI,1,100,159144
1631709044.357704,179885.000,29967,3,PI,1,100,159128
1631709044.398784,179926.000,29985,2,PI,1,100,159134
1631709044.439865,179967.000,29985,2,PI,1,100,159157
1631709044.477939,180005.000,30003,3,PI,1,100,159168
1631709044.516013,180043.000,30003,3,PI,1,100,159173
1631709044.554088,180081.000,30003,3,PI,1,100,159150
1631709044.595168,180122.000,30022,2,PI,1,100,159178
1631709044.636248,180163.000,30022,2,PI,1,100,159217
1631709044.674323,180201.000,30040,3,PI,1,100,159234
1631709044.712397,180239.000,30040,3,PI,1,100,159247
1631709044.750472,180277.000,30040,3,PI,1,100,159247
1631709044.788212,180314.667,30059,3,PI,1,100,159223
1631709044.825953,180352.333,30059,3,PI,1,100,159188
1631709044.863693,180390.000,30059,3,PI,1,100,159155
1631709044.904773,180431.000,30075,2,PI,1,100,159121
1631709044.945853,180472.000,30075,2,PI,1,100,159120
1631709044.984262,180510.333,30094,3,PI,1,100,159157
1631709045.022670,180548.667,30094,3,PI,1,100,159161
1631709045.061079,180587.000,30094,3,PI,1,100,159170
1631709045.101658,180627.500,30112,2,PI,1,100,159150
1631709045.142237,180668.000,30112,2,PI,1,100,159166
1631709045.180646,180706.333,30131,3,PI,1,100,159217
1631709045.219054,180744.667,30131,3,PI,1,100,159217
1631709045.257463,180783.000,30131,3,PI,1,100,159243
1631709045.298543,180824.000,30147,2,PI,1,100,159241
1631709045.339623,180865.000,30147,2,PI,1,100,159268
1631709045.377363,180902.667,30167,3,PI,1,100,159286
1631709045.415104,180940.333,30167,3,PI,1,100,159223
1631709045.452844,180978.000,30167,3,PI,1,100,159187
1631709045.493924,181019.000,30185,2,PI,1,100,159161
1631709045.535005,181060.000,30185,2,PI,1,100,159155
1631709045.573413,181098.333,30204,3,PI,1,100,159154
1631709045.611822,181136.667,30204,3,PI,1,100,159162
1631709045.650230,181175.000,30204,3,PI,1,100,159163
1631709045.690809,181215.500,30222,2,PI,1,100,159174
1631709045.731389,181256.000,30222,2,PI,1,100,159175
1631709045.769797,181294.333,30239,3,PI,1,100,159176
1631709045.808205,181332.667,30239,3,PI,1,100,159204
1631709045.846614,181371.000,30239,3,PI,1,100,159207
1631709045.889698,181414.000,30257,3,PI,1,100,159227
1631709045.932782,181457.000,30257,3,PI,1,100,159248
1631709045.975866,181500.000,30257,3,PI,1,100,159230
1631709046.008931,181533.000,30276,2,PI,1,100,159203
1631709046.041996,181566.000,30276,2,PI,1,100,159153
1631709046.085748,181609.667,30294,3,PI,1,100,159139
1631709046.129500,181653.333,30294,3,PI,1,100,159102
1631709046.173252,181697.000,30294,3,PI,1,100,159107
1631709046.205816,181729.500,30311,2,PI,1,100,159099
1631709046.238379,181762.000,30311,2,PI,1,100,159087
1631709046.282131,181805.667,30329,3,PI,1,100,159121
1631709046.325884,181849.333,30329,3,PI,1,100,159109
1631709046.369636,181893.000,30329,3,PI,1,100,159140
1631709046.402700,181926.000,30349,2,PI,1,100,159141
1631709046.435765,181959.000,30349,2,PI,1,100,159138
1631709046.479183,182002.333,30367,3,PI,1,100,159178
1631709046.522601,182045.667,30367,3,PI,1,100,159167
1631709046.566020,182089.000,30367,3,PI,1,100,159213
1631709046.604762,182127.667,30384,3,PI,1,100,159191
1631709046.643504,182166.333,30384,3,PI,1,100,159111
1631709046.682247,182205.000,30384,3,PI,1,100,159095
1631709046.722325,182245.000,30402,2,PI,1,100,159055
1631709046.762403,182285.000,30402,2,PI,1,100,159081
