EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1631709011.752987,147344.000,24157,3,PG,1,100,9297
1631709011.791061,147382.000,24157,3,PG,1,100,9291
1631709011.829136,147420.000,24157,3,PG,1,100,9282
1631709011.870216,147461.000,24176,2,PG,1,100,9276
1631709011.911296,147502.000,24176,2,PG,1,100,9263
1631709011.949037,147539.667,24192,3,PG,1,100,9255
1631709011.986777,147577.333,24192,3,PG,1,100,9244
1631709012.024518,147615.000,24192,3,PG,1,100,9249
1631709012.065598,147656.000,24212,2,PG,1,100,9256
1631709012.106678,147697.000,24212,2,PG,1,100,9261
1631709012.144753,147735.000,24230,3,PG,1,100,9262
1631709012.182827,147773.000,24230,3,PG,1,100,9278
1631709012.220901,147811.000,24230,3,PG,1,100,9281
1631709012.259310,147849.333,24249,3,PG,1,100,9286
1631709012.297718,147887.667,24249,3,PG,1,100,9296
1631709012.336127,147926.000,24249,3,PG,1,100,9315
1631709012.379879,147969.667,24270,3,PG,1,100,9327
1631709012.423631,148013.333,24270,3,PG,1,100,9327
1631709012.467383,148057.000,24270,3,PG,1,100,9334
1631709012.499947,148089.500,24289,2,PG,1,100,9333
1631709012.532510,148122.000,24289,2,PG,1,100,9321
1631709012.576262,148165.667,24305,3,PG,1,100,9315
1631709012.620015,148209.333,24305,3,PG,1,100,9310
1631709012.663767,148253.000,24305,3,PG,1,100,9307
1631709012.702175,148291.333,24324,3,PG,1,100,9306
1631709012.740584,148329.667,24324,3,PG,1,100,9309
1631709012.778992,148368.000,24324,3,PG,1,100,9316
1631709012.818569,148407.500,24342,2,PG,1,100,9313
1631709012.858147,148447.000,24342,2,PG,1,100,9321
1631709012.897223,148486.000,24361,3,PG,1,100,9332
1631709012.936299,148525.000,24361,3,PG,1,100,9336
1631709012.975376,148564.000,24361,3,PG,1,100,9348
1631709013.015955,148604.500,24378,2,PG,1,100,9361
1631709013.056534,148645.000,24378,2,PG,1,100,9371
1631709013.094943,148683.333,24397,3,PG,1,100,9385
1631709013.133351,148721.667,24397,3,PG,1,100,9399
1631709013.171760,148760.000,24397,3,PG,1,100,9388
1631709013.209834,148798.000,24415,3,PG,1,100,9374
1631709013.247908,148836.000,24415,3,PG,1,100,9367
1631709013.285983,148874.000,24415,3,PG,1,100,9369
1631709013.326562,148914.500,24434,2,PG,1,100,9374
1631709013.367141,148955.000,24434,2,PG,1,100,9375
1631709013.405884,148993.667,24452,3,PG,1,100,9374
1631709013.444626,149032.333,24452,3,PG,1,100,9381
1631709013.483368,149071.000,24452,3,PG,1,100,9386
1631709013.524449,149112.000,24469,2,PG,1,100,9391
1631709013.565529,149153.000,24469,2,PG,1,100,9398
1631709013.602936,149190.333,24487,3,PG,1,100,9411
1631709013.640342,149227.667,24487,3,PG,1,100,9428
1631709013.677748,149265.000,24487,3,PG,1,100,9424
1631709013.719330,149306.500,24506,2,PG,1,100,9438
1631709013.760911,149348.000,24506,2,PG,1,100,9446
1631709013.798651,149385.667,24524,3,PG,1,100,9455
1631709013.836392,149423.333,24524,3,PG,1,100,9448
1631709013.874132,149461.000,24524,3,PG,1,100,9430
1631709013.912540,149499.333,24541,3,PG,1,100,9416
1631709013.950949,149537.667,24541,3,PG,1,100,9411
1631709013.989357,149576.000,24541,3,PG,1,100,9422
1631709014.030438,149617.000,24560,2,PG,1,100,9421
1631709014.071518,149658.000,24560,2,PG,1,100,9422
1631709014.109258,149695.667,24579,3,PG,1,100,9418
1631709014.146999,149733.333,24579,3,PG,1,100,9425
1631709014.184739,149771.000,24579,3,PG,1,100,9429
1631709014.223148,149809.333,24597,3,PG,1,100,9441
1631709014.261556,149847.667,24597,3,PG,1,100,9450
1631709014.299964,149886.000,24597,3,PG,1,100,9457
1631709014.340544,149926.500,24616,2,PG,1,100,9463
1631709014.381123,149967.000,24616,2,PG,1,100,9474
1631709014.418863,150004.667,24632,3,PG,1,100,9483
1631709014.456604,150042.333,24632,3,PG,1,100,9477
1631709014.494344,150080.000,24632,3,PG,1,100,9461
1631709014.535925,150121.500,24651,2,PG,1,100,9462
1631709014.577507,150163.000,24651,2,PG,1,100,9462
1631709014.615247,150200.667,24669,3,PG,1,100,9461
1631709014.652987,150238.333,24669,3,PG,1,100,9468
1631709014.690728,150276.000,24669,3,PG,1,100,9469
1631709014.731307,150316.500,24688,2,PG,1,100,9477
1631709014.771887,150357.000,24688,2,PG,1,100,9484
1631709014.809961,150395.000,24704,3,PG,1,100,9485
1631709014.848035,150433.000,24704,3,PG,1,100,9500
1631709014.886110,150471.000,24704,3,PG,1,100,9503
1631709014.926689,150511.500,24723,2,PG,1,100,9521
1631709014.967268,150552.000,24723,2,PG,1,100,9529
1631709015.005677,150590.333,24742,3,PG,1,100,9532
1631709015.044085,150628.667,24742,3,PG,1,100,9521
1631709015.082494,150667.000,24742,3,PG,1,100,9492
1631709015.124075,150708.500,24761,2,PG,1,100,9499
1631709015.165656,150750.000,24761,2,PG,1,100,9489
1631709015.203397,150787.667,24779,3,PG,1,100,9480
1631709015.241137,150825.333,24779,3,PG,1,100,9475
1631709015.278877,150863.000,24779,3,PG,1,100,9481
1631709015.322295,150906.333,24796,3,PG,1,100,9475
1631709015.365714,150949.667,24796,3,PG,1,100,9471
1631709015.409132,150993.000,24796,3,PG,1,100,9475
1631709015.441695,151025.500,24814,2,PG,1,100,9494
1631709015.474259,151058.000,24814,2,PG,1,100,9506
1631709015.518345,151102.000,24833,3,PG,1,100,9484
1631709015.562432,151146.000,24833,3,PG,1,100,9488
1631709015.606518,151190.000,24833,3,PG,1,100,9494
1631709015.639081,151222.500,24851,2,PG,1,100,9491
1631709015.671645,151255.000,24851,2,PG,1,100,9473
1631709015.715063,151298.333,24868,3,PG,1,100,9460
1631709015.758481,151341.667,24868,3,PG,1,100,9457
1631709015.801899,151385.000,24868,3,PG,1,100,9444
1631709015.840308,151423.333,24886,3,PG,1,100,9442
1631709015.878716,151461.667,24886,3,PG,1,100,9445
1631709015.917125,151500.000,24886,3,PG,1,100,9438
1631709015.956702,151539.500,24906,2,PG,1,100,9435
1631709015.996279,151579.000,24906,2,PG,1,100,9435
1631709016.034688,151617.333,24924,3,PG,1,100,9437
1631709016.073096,151655.667,24924,3,PG,1,100,9431
1631709016.111505,151694.000,24924,3,PG,1,100,9432
1631709016.152585,151735.000,24943,2,PG,1,100,9434
1631709016.193665,151776.000,24943,2,PG,1,100,9418
1631709016.231740,151814.000,24959,3,PG,1,100,9402
1631709016.269814,151852.000,24959,3,PG,1,100,9383
1631709016.307888,151890.000,24959,3,PG,1,100,9370
1631709016.346297,151928.333,24978,3,PG,1,100,9370
1631709016.384705,151966.667,24978,3,PG,1,100,9376
1631709016.423113,152005.000,24978,3,PG,1,100,9378
1631709016.463693,152045.500,24996,2,PG,1,100,9375
1631709016.504272,152086.000,24996,2,PG,1,100,9380
1631709016.542346,152124.000,25015,3,PG,1,100,9396
1631709016.580421,152162.000,25015,3,PG,1,100,9395
1631709016.618495,152200.000,25015,3,PG,1,100,9400
1631709016.660077,152241.500,25031,2,PG,1,100,9414
1631709016.701658,152283.000,25031,2,PG,1,100,9429
1631709016.739398,152320.667,25050,3,PG,1,100,9408
1631709016.777139,152358.333,25050,3,PG,1,100,9405
1631709016.814879,152396.000,25050,3,PG,1,100,9396
1631709016.853287,152434.333,25068,3,PG,1,100,9391
1631709016.891696,152472.667,25068,3,PG,1,100,9396
1631709016.930104,152511.000,25068,3,PG,1,100,9380
1631709016.971184,152552.000,25088,2,PG,1,100,9371
1631709017.012265,152593.000,25088,2,PG,1,100,9362
1631709017.049671,152630.333,25104,3,PG,1,100,9360
1631709017.087078,152667.667,25104,3,PG,1,100,9355
1631709017.124484,152705.000,25104,3,PG,1,100,9352
1631709017.166065,152746.500,25123,2,PG,1,100,9356
1631709017.207647,152788.000,25123,2,PG,1,100,9348
1631709017.245721,152826.000,25141,3,PG,1,100,9314
1631709017.283795,152864.000,25141,3,PG,1,100,9272
1631709017.321870,152902.000,25141,3,PG,1,100,9234
1631709017.362449,152942.500,25160,2,PG,1,100,9186
1631709017.403028,152983.000,25160,2,PG,1,100,9149
1631709017.442105,153022.000,25184,5,PG,1,100,9124
1631709017.481181,153061.000,25184,5,PG,1,100,9096
1631709017.520257,153100.000,25184,5,PG,1,100,9067
1631709017.559334,153139.000,25184,5,PG,1,100,9037
1631709017.598410,153178.000,25184,5,PG,1,100,9039
1631709017.636485,153216.000,25202,3,PG,1,100,9050
1631709017.674559,153254.000,25202,3,PG,1,100,9061
1631709017.712633,153292.000,25202,3,PG,1,100,9064
1631709017.754215,153333.500,25221,2,PG,1,100,9052
1631709017.795796,153375.000,25221,2,PG,1,100,9046
1631709017.833870,153413.000,25239,3,PG,1,100,9042
1631709017.871945,153451.000,25239,3,PG,1,100,9036
1631709017.910019,153489.000,25239,3,PG,1,100,9038
1631709017.951099,153530.000,25257,2,PG,1,100,9045
1631709017.992180,153571.000,25257,2,PG,1,100,9060
1631709018.029920,153608.667,25275,3,PG,1,100,9066
1631709018.067661,153646.333,25275,3,PG,1,100,9082
1631709018.105401,153684.000,25275,3,PG,1,100,9092
1631709018.145980,153724.500,25294,2,PG,1,100,9117
1631709018.186560,153765.000,25294,2,PG,1,100,9132
1631709018.224968,153803.333,25312,3,PG,1,100,9135
1631709018.263376,153841.667,25312,3,PG,1,100,9128
1631709018.301785,153880.000,25312,3,PG,1,100,9119
1631709018.342865,153921.000,25329,2,PG,1,100,9132
1631709018.383945,153962.000,25329,2,PG,1,100,9125
1631709018.422020,154000.000,25347,3,PG,1,100,9126
1631709018.460094,154038.000,25347,3,PG,1,100,9141
1631709018.498168,154076.000,25347,3,PG,1,100,9141
1631709018.541587,154119.333,25366,3,PG,1,100,9150
1631709018.585005,154162.667,25366,3,PG,1,100,9153
1631709018.628423,154206.000,25366,3,PG,1,100,9161
1631709018.660987,154238.500,25384,2,PG,1,100,9163
1631709018.693550,154271.000,25384,2,PG,1,100,9169
1631709018.737303,154314.667,25403,3,PG,1,100,9179
1631709018.781055,154358.333,25403,3,PG,1,100,9162
1631709018.824807,154402.000,25403,3,PG,1,100,9128
1631709018.862881,154440.000,25420,3,PG,1,100,9109
1631709018.900956,154478.000,25420,3,PG,1,100,9092
1631709018.939030,154516.000,25420,3,PG,1,100,9089
1631709018.980611,154557.500,25439,2,PG,1,100,9094
1631709019.022193,154599.000,25439,2,PG,1,100,9092
1631709019.059933,154636.667,25457,3,PG,1,100,9096
1631709019.097673,154674.333,25457,3,PG,1,100,9105
1631709019.135414,154712.000,25457,3,PG,1,100,9107
1631709019.175492,154752.000,25476,2,PG,1,100,9104
1631709019.215570,154792.000,25476,2,PG,1,100,9110
1631709019.253979,154830.333,25492,3,PG,1,100,9120
1631709019.292387,154868.667,25492,3,PG,1,100,9117
1631709019.330796,154907.000,25492,3,PG,1,100,9107
1631709019.369204,154945.333,25511,3,PG,1,100,9091
1631709019.407613,154983.667,25511,3,PG,1,100,9059
1631709019.446021,155022.000,25511,3,PG,1,100,9027
1631709019.487101,155063.000,25529,2,PG,1,100,8981
1631709019.528182,155104.000,25529,2,PG,1,100,8935
1631709019.566924,155142.667,25548,3,PG,1,100,8901
1631709019.605666,155181.333,25548,3,PG,1,100,8883
1631709019.644409,155220.000,25548,3,PG,1,100,8876
1631709019.684487,155260.000,25564,2,PG,1,100,8874
1631709019.724565,155300.000,25564,2,PG,1,100,8873
1631709019.762974,155338.333,25583,3,PG,1,100,8890
1631709019.801382,155376.667,25583,3,PG,1,100,8906
1631709019.839790,155415.000,25583,3,PG,1,100,8909
1631709019.880871,155456.000,25602,2,PG,1,100,8927
1631709019.921951,155497.000,25602,2,PG,1,100,8939
1631709019.959691,155534.667,25621,3,PG,1,100,8966
1631709019.997432,155572.333,25621,3,PG,1,100,8978
1631709020.035172,155610.000,25621,3,PG,1,100,8993
1631709020.073581,155648.333,25639,3,PG,1,100,8996
1631709020.111989,155686.667,25639,3,PG,1,100,8987
1631709020.150398,155725.000,25639,3,PG,1,100,8974
1631709020.190476,155765.000,25656,2,PG,1,100,8962
1631709020.230554,155805.000,25656,2,PG,1,100,8951
1631709020.268628,155843.000,25674,3,PG,1,100,8956
1631709020.306703,155881.000,25674,3,PG,1,100,8964
1631709020.344777,155919.000,25674,3,PG,1,100,8969
1631709020.383186,155957.333,25693,3,PG,1,100,8974
1631709020.421594,155995.667,25693,3,PG,1,100,8975
1631709020.460002,156034.000,25693,3,PG,1,100,8988
1631709020.501584,156075.500,25711,2,PG,1,100,8994
1631709020.543165,156117.000,25711,2,PG,1,100,9004
1631709020.581239,156155.000,25728,3,PG,1,100,9019
1631709020.619314,156193.000,25728,3,PG,1,100,9032
1631709020.657388,156231.000,25728,3,PG,1,100,9052
1631709020.698468,156272.000,25746,2,PG,1,100,9072
1631709020.739549,156313.000,25746,2,PG,1,100,9075
1631709020.776955,156350.333,25765,3,PG,1,100,9067
1631709020.814362,156387.667,25765,3,PG,1,100,9048
1631709020.851768,156425.000,25765,3,PG,1,100,9037
1631709020.893349,156466.500,25784,2,PG,1,100,9038
1631709020.934931,156508.000,25784,2,PG,1,100,9033
1631709020.972671,156545.667,25803,3,PG,1,100,9033
1631709021.010412,156583.333,25803,3,PG,1,100,9041
1631709021.048152,156621.000,25803,3,PG,1,100,9046
1631709021.089232,156662.000,25819,2,PG,1,100,9058
1631709021.130312,156703.000,25819,2,PG,1,100,9063
1631709021.168387,156741.000,25838,3,PG,1,100,9070
1631709021.206461,156779.000,25838,3,PG,1,100,9073
1631709021.244536,156817.000,25838,3,PG,1,100,9076
1631709021.285616,156858.000,25856,2,PG,1,100,9093
1631709021.326696,156899.000,25856,2,PG,1,100,9101
1631709021.364437,156936.667,25875,3,PG,1,100,9108
1631709021.402177,156974.333,25875,3,PG,1,100,9116
1631709021.439917,157012.000,25875,3,PG,1,100,9104
1631709021.484004,157056.000,25891,3,PG,1,100,9077
1631709021.528090,157100.000,25891,3,PG,1,100,9045
1631709021.572176,157144.000,25891,3,PG,1,100,9022
1631709021.604739,157176.500,25910,2,PG,1,100,8998
1631709021.637303,157209.000,25910,2,PG,1,100,8976
1631709021.681055,157252.667,25928,3,PG,1,100,8945
1631709021.724808,157296.333,25928,3,PG,1,100,8928
1631709021.768560,157340.000,25928,3,PG,1,100,8908
1631709021.800622,157372.000,25948,2,PG,1,100,8914
1631709021.832685,157404.000,25948,2,PG,1,100,8904
1631709021.876437,157447.667,25966,3,PG,1,100,8898
1631709021.920189,157491.333,25966,3,PG,1,100,8903
1631709021.963942,157535.000,25966,3,PG,1,100,8904
1631709022.001682,157572.667,25983,3,PG,1,100,8910
1631709022.039422,157610.333,25983,3,PG,1,100,8913
1631709022.077163,157648.000,25983,3,PG,1,100,8925
1631709022.119245,157690.000,26001,2,PG,1,100,8920
1631709022.161327,157732.000,26001,2,PG,1,100,8890
1631709022.199402,157770.000,26020,3,PG,1,100,8844
1631709022.237476,157808.000,26020,3,PG,1,100,8806
1631709022.275550,157846.000,26020,3,PG,1,100,8774
1631709022.316130,157886.500,26038,2,PG,1,100,8741
1631709022.356709,157927.000,26038,2,PG,1,100,8726
1631709022.394783,157965.000,26055,3,PG,1,100,8723
1631709022.432858,158003.000,26055,3,PG,1,100,8720
1631709022.470932,158041.000,26055,3,PG,1,100,8711
1631709022.512012,158082.000,26073,2,PG,1,100,8716
1631709022.553093,158123.000,26073,2,PG,1,100,8716
1631709022.589664,158159.500,26097,4,PG,1,100,8724
1631709022.626236,158196.000,26097,4,PG,1,100,8733
1631709022.662807,158232.500,26097,4,PG,1,100,8741
1631709022.699379,158269.000,26097,4,PG,1,100,8754
1631709022.737787,158307.333,26116,3,PG,1,100,8772
1631709022.776196,158345.667,26116,3,PG,1,100,8784
1631709022.814604,158384.000,26116,3,PG,1,100,8788
1631709022.858022,158427.333,26135,3,PG,1,100,8777
1631709022.901440,158470.667,26135,3,PG,1,100,8752
1631709022.944859,158514.000,26135,3,PG,1,100,8729
1631709022.977923,158547.000,26153,2,PG,1,100,8717
1631709023.010988,158580.000,26153,2,PG,1,100,8702
1631709023.054406,158623.333,26170,3,PG,1,100,8693
1631709023.097824,158666.667,26170,3,PG,1,100,8714
1631709023.141242,158710.000,26170,3,PG,1,100,8716
1631709023.174307,158743.000,26188,2,PG,1,100,8719
1631709023.207371,158776.000,26188,2,PG,1,100,8727
1631709023.251458,158820.000,26207,3,PG,1,100,8736
1631709023.295544,158864.000,26207,3,PG,1,100,8740
1631709023.339630,158908.000,26207,3,PG,1,100,8756
1631709023.377370,158945.667,26225,3,PG,1,100,8768
1631709023.415111,158983.333,26225,3,PG,1,100,8778
1631709023.452851,159021.000,26225,3,PG,1,100,8808
1631709023.493430,159061.500,26244,2,PG,1,100,8810
1631709023.534010,159102.000,26244,2,PG,1,100,8828
1631709023.572418,159140.333,26260,3,PG,1,100,8838
1631709023.610826,159178.667,26260,3,PG,1,100,8820
1631709023.649235,159217.000,26260,3,PG,1,100,8801
1631709023.689814,159257.500,26279,2,PG,1,100,8773
1631709023.730394,159298.000,26279,2,PG,1,100,8758
1631709023.768802,159336.333,26298,3,PG,1,100,8744
1631709023.807210,159374.667,26298,3,PG,1,100,8736
1631709023.845619,159413.000,26298,3,PG,1,100,8736
1631709023.886699,159454.000,26317,2,PG,1,100,8738
1631709023.927779,159495.000,26317,2,PG,1,100,8735
1631709023.965854,159533.000,26333,3,PG,1,100,8737
1631709024.003928,159571.000,26333,3,PG,1,100,8748
1631709024.042002,159609.000,26333,3,PG,1,100,8755
1631709024.080411,159647.333,26352,3,PG,1,100,8766
1631709024.118819,159685.667,26352,3,PG,1,100,8769
1631709024.157228,159724.000,26352,3,PG,1,100,8782
1631709024.197306,159764.000,26370,2,PG,1,100,8798
1631709024.237384,159804.000,26370,2,PG,1,100,8808
1631709024.275793,159842.333,26389,3,PG,1,100,8828
1631709024.314201,159880.667,26389,3,PG,1,100,8826
1631709024.352609,159919.000,26389,3,PG,1,100,8809
1631709024.393189,159959.500,26407,2,PG,1,100,8799
1631709024.433768,160000.000,26407,2,PG,1,100,8782
1631709024.471843,160038.000,26424,3,PG,1,100,8769
1631709024.509917,160076.000,26424,3,PG,1,100,8756
1631709024.547991,160114.000,26424,3,PG,1,100,8759
1631709024.586066,160152.000,26442,3,PG,1,100,8759
1631709024.624140,160190.000,26442,3,PG,1,100,8755
1631709024.662215,160228.000,26442,3,PG,1,100,8751
1631709024.703295,160269.000,26461,2,PG,1,100,8750
1631709024.744375,160310.000,26461,2,PG,1,100,8769
1631709024.782784,160348.333,26480,3,PG,1,100,8781
1631709024.821192,160386.667,26480,3,PG,1,100,8801
1631709024.859600,160425.000,26480,3,PG,1,100,8814
1631709024.900681,160466.000,26497,2,PG,1,100,8829
1631709024.941761,160507.000,26497,2,PG,1,100,8840
1631709024.979835,160545.000,26515,3,PG,1,100,8849
1631709025.017910,160583.000,26515,3,PG,1,100,8871
1631709025.055984,160621.000,26515,3,PG,1,100,8885
1631709025.097064,160662.000,26534,2,PG,1,100,8904
1631709025.138145,160703.000,26534,2,PG,1,100,8914
1631709025.175885,160740.667,26552,3,PG,1,100,8925
1631709025.213625,160778.333,26552,3,PG,1,100,8941
1631709025.251366,160816.000,26552,3,PG,1,100,8954
1631709025.291945,160856.500,26569,2,PG,1,100,8973
1631709025.332525,160897.000,26569,2,PG,1,100,8984
1631709025.370933,160935.333,26587,3,PG,1,100,9002
1631709025.409341,160973.667,26587,3,PG,1,100,9012
1631709025.447750,161012.000,26587,3,PG,1,100,9016
1631709025.490834,161055.000,26606,3,PG,1,100,9028
1631709025.533918,161098.000,26606,3,PG,1,100,9035
1631709025.577002,161141.000,26606,3,PG,1,100,9037
1631709025.610067,161174.000,26624,2,PG,1,100,9039
1631709025.643131,161207.000,26624,2,PG,1,100,9037
1631709025.686884,161250.667,26643,3,PG,1,100,9043
1631709025.730636,161294.333,26643,3,PG,1,100,9029
1631709025.774388,161338.000,26643,3,PG,1,100,9001
1631709025.806952,161370.500,26660,2,PG,1,100,8994
1631709025.839515,161403.000,26660,2,PG,1,100,8993
1631709025.882933,161446.333,26679,3,PG,1,100,8988
1631709025.926352,161489.667,26679,3,PG,1,100,8981
1631709025.969770,161533.000,26679,3,PG,1,100,8988
1631709026.002834,161566.000,26697,2,PG,1,100,8995
1631709026.035899,161599.000,26697,2,PG,1,100,9003
1631709026.079317,161642.333,26716,3,PG,1,100,8998
1631709026.122736,161685.667,26716,3,PG,1,100,8999
1631709026.166154,161729.000,26716,3,PG,1,100,9014
1631709026.204228,161767.000,26732,3,PG,1,100,9035
1631709026.242302,161805.000,26732,3,PG,1,100,9053
1631709026.280377,161843.000,26732,3,PG,1,100,9070
1631709026.320956,161883.500,26751,2,PG,1,100,9082
1631709026.361535,161924.000,26751,2,PG,1,100,9094
1631709026.399610,161962.000,26769,3,PG,1,100,9104
1631709026.437684,162000.000,26769,3,PG,1,100,9100
1631709026.475759,162038.000,26769,3,PG,1,100,9106
1631709026.513833,162076.000,26788,3,PG,1,100,9121
1631709026.551908,162114.000,26788,3,PG,1,100,9130
1631709026.589982,162152.000,26788,3,PG,1,100,9133
1631709026.631062,162193.000,26806,2,PG,1,100,9129
1631709026.672143,162234.000,26806,2,PG,1,100,9144
1631709026.710217,162272.000,26824,3,PG,1,100,9159
1631709026.748291,162310.000,26824,3,PG,1,100,9166
1631709026.786366,162348.000,26824,3,PG,1,100,9170
1631709026.826945,162388.500,26842,2,PG,1,100,9184
1631709026.867524,162429.000,26842,2,PG,1,100,9191
1631709026.905265,162466.667,26861,3,PG,1,100,9194
1631709026.943005,162504.333,26861,3,PG,1,100,9199
1631709026.980746,162542.000,26861,3,PG,1,100,9182
1631709027.022828,162584.000,26879,2,PG,1,100,9173
1631709027.064910,162626.000,26879,2,PG,1,100,9158
1631709027.102650,162663.667,26896,3,PG,1,100,9161
1631709027.140391,162701.333,26896,3,PG,1,100,9164
1631709027.178131,162739.000,26896,3,PG,1,100,9164
1631709027.216206,162777.000,26914,3,PG,1,100,9163
1631709027.254280,162815.000,26914,3,PG,1,100,9177
1631709027.292354,162853.000,26914,3,PG,1,100,9183
