EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T0
1631709070.279361,205756.000,34588,1,T0,1,100,28.976
1631709070.409616,205886.000,34606,1,T0,1,100,28.982
1631709070.539870,206016.000,34625,1,T0,1,100,28.993
1631709070.672128,206148.000,34660,1,T0,1,100,29.003
1631709070.803385,206279.000,34678,1,T0,1,100,28.939
1631709070.932638,206408.000,34698,1,T0,1,100,28.976
1631709071.062892,206538.000,34733,1,T0,1,100,28.939
1631709071.194149,206669.000,34751,1,T0,1,100,29.014
1631709071.326407,206801.000,34770,1,T0,1,100,28.998
1631709071.456662,206931.000,34805,1,T0,1,100,28.993
1631709071.586916,207061.000,34823,1,T0,1,100,28.998
1631709071.717171,207191.000,34842,1,T0,1,100,29.035
1631709071.849429,207323.000,34860,1,T0,1,100,28.993
1631709071.978682,207452.000,34896,1,T0,1,100,28.976
1631709072.108936,207582.000,34915,1,T0,1,100,29.041
1631709072.240193,207713.000,34933,1,T0,1,100,29.014
1631709072.372451,207845.000,34968,1,T0,1,100,29.019
1631709072.502706,207975.000,34987,1,T0,1,100,29.025
1631709072.632960,208105.000,35005,1,T0,1,100,29.014
1631709072.763215,208235.000,35024,1,T0,1,100,28.955
1631709072.895473,208367.000,35060,1,T0,1,100,29.009
1631709073.024726,208496.000,35078,1,T0,1,100,28.993
1631709073.155982,208627.000,35097,1,T0,1,100,29.019
1631709073.285235,208756.000,35132,1,T0,1,100,29.014
1631709073.417494,208888.000,35150,1,T0,1,100,29.009
1631709073.547748,209018.000,35169,1,T0,1,100,28.993
1631709073.678003,209148.000,35204,1,T0,1,100,29.052
1631709073.808257,209278.000,35223,1,T0,1,100,29.030
1631709073.940516,209410.000,35247,1,T0,1,100,29.035
1631709074.070770,209540.000,35265,1,T0,1,100,29.041
1631709074.202027,209671.000,35284,1,T0,1,100,29.019
1631709074.331279,209800.000,35302,1,T0,1,100,29.009
1631709074.463538,209932.000,35337,1,T0,1,100,29.073
1631709074.594794,210063.000,35356,1,T0,1,100,29.041
1631709074.725049,210193.000,35374,1,T0,1,100,29.014
1631709074.854301,210322.000,35410,1,T0,1,100,28.998
1631709074.985558,210453.000,35429,1,T0,1,100,29.041
1631709075.117816,210585.000,35447,1,T0,1,100,29.014
1631709075.249073,210716.000,35466,1,T0,1,100,29.073
1631709075.377324,210844.000,35501,1,T0,1,100,29.052
1631709075.509582,210976.000,35519,1,T0,1,100,29.052
1631709075.640838,211107.000,35538,1,T0,1,100,29.019
1631709075.771093,211237.000,35574,1,T0,1,100,29.025
1631709075.901348,211367.000,35592,1,T0,1,100,29.025
1631709076.032604,211498.000,35611,1,T0,1,100,29.052
1631709076.163861,211629.000,35629,1,T0,1,100,29.073
1631709076.294115,211759.000,35664,1,T0,1,100,29.035
1631709076.422366,211887.000,35683,1,T0,1,100,29.030
1631709076.553622,212018.000,35701,1,T0,1,100,29.046
1631709076.685881,212150.000,35736,1,T0,1,100,29.014
1631709076.817137,212281.000,35756,1,T0,1,100,29.073
1631709076.947392,212411.000,35774,1,T0,1,100,29.035
1631709077.077646,212541.000,35809,1,T0,1,100,29.089
1631709077.208903,212672.000,35828,1,T0,1,100,29.030
1631709077.339157,212802.000,35846,1,T0,1,100,29.035
1631709077.468410,212931.000,35865,1,T0,1,100,29.030
1631709077.599667,213062.000,35900,1,T0,1,100,29.035
1631709077.731925,213194.000,35918,1,T0,1,100,29.084
1631709077.863181,213325.000,35938,1,T0,1,100,29.094
1631709077.993436,213455.000,35973,1,T0,1,100,29.057
1631709078.123691,213585.000,35991,1,T0,1,100,29.062
1631709078.253945,213715.000,36010,1,T0,1,100,29.041
1631709078.386204,213847.000,36028,1,T0,1,100,29.046
1631709078.516458,213977.000,36063,1,T0,1,100,29.062
1631709078.646713,214107.000,36082,1,T0,1,100,29.041
1631709078.778971,214239.000,36101,1,T0,1,100,29.062
1631709078.910228,214370.000,36136,1,T0,1,100,29.057
1631709079.040482,214500.000,36160,1,T0,1,100,29.041
1631709079.170737,214630.000,36178,1,T0,1,100,29.057
1631709079.300991,214760.000,36197,1,T0,1,100,29.111
1631709079.433250,214892.000,36215,1,T0,1,100,29.094
1631709079.564506,215023.000,36250,1,T0,1,100,29.035
1631709079.694761,215153.000,36269,1,T0,1,100,29.041
1631709079.826017,215284.000,36288,1,T0,1,100,29.084
1631709079.957274,215415.000,36307,1,T0,1,100,29.052
1631709080.088530,215546.000,36342,1,T0,1,100,29.057
1631709080.218785,215676.000,36360,1,T0,1,100,29.078
1631709080.349039,215806.000,36379,1,T0,1,100,29.068
1631709080.481298,215938.000,36414,1,T0,1,100,29.068
1631709080.612554,216069.000,36432,1,T0,1,100,29.014
1631709080.741807,216198.000,36452,1,T0,1,100,29.073
1631709080.873064,216329.000,36487,1,T0,1,100,29.073
1631709081.004320,216460.000,36505,1,T0,1,100,29.068
1631709081.136578,216592.000,36524,1,T0,1,100,29.089
1631709081.266833,216722.000,36542,1,T0,1,100,29.068
1631709081.397088,216852.000,36577,1,T0,1,100,29.089
1631709081.526340,216981.000,36596,1,T0,1,100,29.089
1631709081.658599,217113.000,36614,1,T0,1,100,29.068
1631709081.787851,217242.000,36650,1,T0,1,100,29.094
1631709081.919108,217373.000,36669,1,T0,1,100,29.100
1631709082.050364,217504.000,36687,1,T0,1,100,29.100
1631709082.182623,217636.000,36706,1,T0,1,100,29.062
1631709082.312877,217766.000,36741,1,T0,1,100,29.105
1631709082.443132,217896.000,36759,1,T0,1,100,29.073
1631709082.572384,218025.000,36778,1,T0,1,100,29.068
1631709082.704643,218157.000,36814,1,T0,1,100,29.084
1631709082.833895,218286.000,36832,1,T0,1,100,29.062
1631709082.965152,218417.000,36851,1,T0,1,100,29.089
1631709083.094404,218546.000,36869,1,T0,1,100,29.127
1631709083.226663,218678.000,36904,1,T0,1,100,29.068
1631709083.356917,218808.000,36923,1,T0,1,100,29.078
1631709083.487172,218938.000,36941,1,T0,1,100,29.111
1631709083.616425,219067.000,36977,1,T0,1,100,29.089
1631709083.748683,219199.000,36996,1,T0,1,100,29.068
1631709083.878938,219329.000,37014,1,T0,1,100,29.116
1631709084.009192,219459.000,37033,1,T0,1,100,29.121
1631709084.138445,219588.000,37072,1,T0,1,100,29.111
1631709084.270703,219720.000,37090,1,T0,1,100,29.105
1631709084.401960,219851.000,37109,1,T0,1,100,29.121
1631709084.533216,219982.000,37127,1,T0,1,100,29.121
1631709084.662469,220111.000,37147,1,T0,1,100,29.121
1631709084.793725,220242.000,37182,1,T0,1,100,29.084
1631709084.925984,220374.000,37200,1,T0,1,100,29.105
1631709085.056238,220504.000,37219,1,T0,1,100,29.159
1631709085.184489,220632.000,37254,1,T0,1,100,29.148
1631709085.316747,220764.000,37272,1,T0,1,100,29.137
1631709085.448004,220895.000,37291,1,T0,1,100,29.111
1631709085.579260,221026.000,37309,1,T0,1,100,29.148
1631709085.709515,221156.000,37345,1,T0,1,100,29.132
1631709085.840771,221287.000,37364,1,T0,1,100,29.100
1631709085.972028,221418.000,37382,1,T0,1,100,29.148
1631709086.102283,221548.000,37417,1,T0,1,100,29.137
1631709086.231535,221677.000,37436,1,T0,1,100,29.132
1631709086.362792,221808.000,37454,1,T0,1,100,29.153
1631709086.495050,221940.000,37473,1,T0,1,100,29.153
1631709086.626307,222071.000,37509,1,T0,1,100,29.153
1631709086.756561,222201.000,37527,1,T0,1,100,29.121
1631709086.886816,222331.000,37546,1,T0,1,100,29.169
1631709087.018072,222462.000,37581,1,T0,1,100,29.180
1631709087.148327,222592.000,37599,1,T0,1,100,29.164
1631709087.278581,222722.000,37618,1,T0,1,100,29.169
1631709087.409838,222853.000,37653,1,T0,1,100,29.127
1631709087.542096,222985.000,37672,1,T0,1,100,29.164
1631709087.673353,223116.000,37691,1,T0,1,100,29.169
1631709087.803607,223246.000,37709,1,T0,1,100,29.169
1631709087.932860,223375.000,37744,1,T0,1,100,29.191
1631709088.063114,223505.000,37763,1,T0,1,100,29.148
1631709088.195373,223637.000,37781,1,T0,1,100,29.218
1631709088.326629,223768.000,37816,1,T0,1,100,29.143
1631709088.456884,223898.000,37835,1,T0,1,100,29.180
1631709088.589143,224030.000,37854,1,T0,1,100,29.175
1631709088.720399,224161.000,37873,1,T0,1,100,29.169
1631709088.850653,224291.000,37908,1,T0,1,100,29.159
1631709088.980908,224421.000,37926,1,T0,1,100,29.153
1631709089.111163,224551.000,37945,1,T0,1,100,29.180
1631709089.242419,224682.000,37983,2,T0,1,100,29.191
1631709089.373676,224813.000,37983,2,T0,1,100,29.180
1631709089.503930,224943.000,38019,1,T0,1,100,29.191
1631709089.635187,225074.000,38037,1,T0,1,100,29.196
1631709089.766443,225205.000,38056,1,T0,1,100,29.164
1631709089.897700,225336.000,38091,1,T0,1,100,29.186
1631709090.027954,225466.000,38108,1,T0,1,100,29.223
1631709090.158209,225596.000,38126,1,T0,1,100,29.159
1631709090.289465,225727.000,38144,1,T0,1,100,29.196
1631709090.420722,225858.000,38179,1,T0,1,100,29.207
1631709090.549974,225987.000,38199,1,T0,1,100,29.153
1631709090.681231,226118.000,38217,1,T0,1,100,29.186
1631709090.812487,226249.000,38236,1,T0,1,100,29.212
1631709090.944746,226381.000,38271,1,T0,1,100,29.191
1631709091.075000,226511.000,38289,1,T0,1,100,29.202
1631709091.206257,226642.000,38308,1,T0,1,100,29.207
1631709091.335510,226771.000,38343,1,T0,1,100,29.186
1631709091.467768,226903.000,38361,1,T0,1,100,29.239
1631709091.598022,227033.000,38381,1,T0,1,100,29.143
1631709091.729279,227164.000,38416,1,T0,1,100,29.228
1631709091.860536,227295.000,38434,1,T0,1,100,29.218
1631709091.992794,227427.000,38453,1,T0,1,100,29.207
1631709092.123049,227557.000,38471,1,T0,1,100,29.180
1631709092.254305,227688.000,38506,1,T0,1,100,29.202
1631709092.383558,227817.000,38525,1,T0,1,100,29.212
1631709092.515816,227949.000,38544,1,T0,1,100,29.169
1631709092.646071,228079.000,38579,1,T0,1,100,29.175
