EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T0
1631709031.294175,166847.000,27649,1,T0,1,100,28.869
1631709031.426433,166979.000,27668,1,T0,1,100,28.901
1631709031.557690,167110.000,27686,1,T0,1,100,28.885
1631709031.686943,167239.000,27722,1,T0,1,100,28.955
1631709031.817197,167369.000,27741,1,T0,1,100,28.880
1631709031.948453,167500.000,27759,1,T0,1,100,28.885
1631709032.080712,167632.000,27794,1,T0,1,100,28.880
1631709032.210967,167762.000,27813,1,T0,1,100,28.907
1631709032.341221,167892.000,27831,1,T0,1,100,28.858
1631709032.471476,168022.000,27850,1,T0,1,100,28.864
1631709032.603734,168154.000,27886,1,T0,1,100,28.875
1631709032.732987,168283.000,27904,1,T0,1,100,28.912
1631709032.863241,168413.000,27923,1,T0,1,100,28.858
1631709032.994498,168544.000,27963,1,T0,1,100,28.880
1631709033.126756,168676.000,27981,1,T0,1,100,28.885
1631709033.257011,168806.000,28000,1,T0,1,100,28.896
1631709033.387265,168936.000,28018,1,T0,1,100,28.880
1631709033.517520,169066.000,28053,1,T0,1,100,28.891
1631709033.649778,169198.000,28073,1,T0,1,100,28.880
1631709033.779031,169327.000,28091,1,T0,1,100,28.869
1631709033.910287,169458.000,28110,1,T0,1,100,28.885
1631709034.039540,169587.000,28145,1,T0,1,100,28.869
1631709034.171798,169719.000,28163,1,T0,1,100,28.923
1631709034.302053,169849.000,28182,1,T0,1,100,28.885
1631709034.432307,169979.000,28200,1,T0,1,100,28.853
1631709034.562562,170109.000,28236,1,T0,1,100,28.880
1631709034.694821,170241.000,28255,1,T0,1,100,28.875
1631709034.825075,170371.000,28273,1,T0,1,100,28.880
1631709034.956332,170502.000,28308,1,T0,1,100,28.891
1631709035.085584,170631.000,28327,1,T0,1,100,28.869
1631709035.217843,170763.000,28345,1,T0,1,100,28.891
1631709035.349099,170894.000,28380,1,T0,1,100,28.923
1631709035.479354,171024.000,28399,1,T0,1,100,28.917
1631709035.608606,171153.000,28418,1,T0,1,100,28.896
1631709035.739863,171284.000,28437,1,T0,1,100,28.907
1631709035.872121,171416.000,28472,1,T0,1,100,28.885
1631709036.002376,171546.000,28490,1,T0,1,100,28.891
1631709036.130626,171674.000,28509,1,T0,1,100,28.885
1631709036.262885,171806.000,28544,1,T0,1,100,28.869
1631709036.394141,171937.000,28562,1,T0,1,100,28.875
1631709036.524396,172067.000,28581,1,T0,1,100,28.939
1631709036.654650,172197.000,28600,1,T0,1,100,28.875
1631709036.785907,172328.000,28635,1,T0,1,100,28.885
1631709036.917164,172459.000,28654,1,T0,1,100,28.891
1631709037.047418,172589.000,28672,1,T0,1,100,28.875
1631709037.175669,172717.000,28707,1,T0,1,100,28.907
1631709037.306925,172848.000,28726,1,T0,1,100,28.901
1631709037.439184,172980.000,28744,1,T0,1,100,28.896
1631709037.570440,173111.000,28764,1,T0,1,100,28.885
1631709037.700695,173241.000,28799,1,T0,1,100,28.912
1631709037.830949,173371.000,28817,1,T0,1,100,28.912
1631709037.962206,173502.000,28836,1,T0,1,100,28.907
1631709038.092460,173632.000,28859,1,T0,1,100,28.896
1631709038.221713,173761.000,28894,1,T0,1,100,28.917
1631709038.352969,173892.000,28913,1,T0,1,100,28.928
1631709038.485228,174024.000,28931,1,T0,1,100,28.896
1631709038.616484,174155.000,28951,1,T0,1,100,28.907
1631709038.746739,174285.000,28986,1,T0,1,100,28.891
1631709038.876993,174415.000,29004,1,T0,1,100,28.907
1631709039.007248,174545.000,29023,1,T0,1,100,28.928
1631709039.139507,174677.000,29058,1,T0,1,100,28.912
1631709039.270763,174808.000,29076,1,T0,1,100,28.917
1631709039.401018,174938.000,29095,1,T0,1,100,28.869
1631709039.533276,175070.000,29131,1,T0,1,100,28.928
1631709039.664532,175201.000,29149,1,T0,1,100,28.939
1631709039.794787,175331.000,29168,1,T0,1,100,28.939
1631709039.925042,175461.000,29186,1,T0,1,100,28.923
1631709040.055296,175591.000,29221,1,T0,1,100,28.896
1631709040.187555,175723.000,29240,1,T0,1,100,28.907
1631709040.318811,175854.000,29258,1,T0,1,100,28.923
1631709040.449066,175984.000,29294,1,T0,1,100,28.912
1631709040.580322,176115.000,29313,1,T0,1,100,28.917
1631709040.711579,176246.000,29331,1,T0,1,100,28.891
1631709040.842835,176377.000,29350,1,T0,1,100,28.896
1631709040.973090,176507.000,29385,1,T0,1,100,28.912
1631709041.103344,176637.000,29403,1,T0,1,100,28.917
1631709041.235603,176769.000,29422,1,T0,1,100,28.917
1631709041.366859,176900.000,29457,1,T0,1,100,28.896
1631709041.496112,177029.000,29476,1,T0,1,100,28.875
1631709041.627368,177160.000,29495,1,T0,1,100,28.901
1631709041.758625,177291.000,29530,1,T0,1,100,28.923
1631709041.890883,177423.000,29548,1,T0,1,100,28.917
1631709042.021138,177553.000,29567,1,T0,1,100,28.869
1631709042.151392,177683.000,29585,1,T0,1,100,28.880
1631709042.280645,177812.000,29620,1,T0,1,100,28.912
1631709042.412904,177944.000,29639,1,T0,1,100,28.912
1631709042.542156,178073.000,29658,1,T0,1,100,28.891
1631709042.673413,178204.000,29693,1,T0,1,100,28.891
1631709042.804669,178335.000,29712,1,T0,1,100,28.907
1631709042.936928,178467.000,29730,1,T0,1,100,28.928
1631709043.067182,178597.000,29749,1,T0,1,100,28.912
1631709043.197437,178727.000,29773,1,T0,1,100,28.891
1631709043.326689,178856.000,29791,1,T0,1,100,28.923
1631709043.458948,178988.000,29827,1,T0,1,100,28.891
1631709043.588200,179117.000,29846,1,T0,1,100,28.891
1631709043.719457,179248.000,29864,1,T0,1,100,28.901
1631709043.848709,179377.000,29883,1,T0,1,100,28.880
1631709043.980968,179509.000,29918,1,T0,1,100,28.912
1631709044.111222,179639.000,29936,1,T0,1,100,28.885
1631709044.241477,179769.000,29955,1,T0,1,100,28.917
1631709044.370729,179898.000,29991,1,T0,1,100,28.864
1631709044.502988,180030.000,30009,1,T0,1,100,28.891
1631709044.633243,180160.000,30028,1,T0,1,100,28.928
1631709044.763497,180290.000,30046,1,T0,1,100,28.869
1631709044.892750,180419.000,30081,1,T0,1,100,28.923
1631709045.025008,180551.000,30100,1,T0,1,100,28.923
1631709045.156265,180682.000,30118,1,T0,1,100,28.912
1631709045.287521,180813.000,30153,1,T0,1,100,28.917
1631709045.416774,180942.000,30173,1,T0,1,100,28.923
1631709045.548030,181073.000,30191,1,T0,1,100,28.875
1631709045.680289,181205.000,30210,1,T0,1,100,28.928
1631709045.810543,181335.000,30245,1,T0,1,100,28.896
1631709045.939796,181464.000,30263,1,T0,1,100,28.950
1631709046.072054,181596.000,30282,1,T0,1,100,28.928
1631709046.203311,181727.000,30317,1,T0,1,100,28.960
1631709046.334567,181858.000,30335,1,T0,1,100,28.944
1631709046.464822,181988.000,30355,1,T0,1,100,28.896
1631709046.596078,182119.000,30390,1,T0,1,100,28.907
1631709046.727335,182250.000,30408,1,T0,1,100,28.912
1631709046.857589,182380.000,30427,1,T0,1,100,28.907
1631709046.986842,182509.000,30445,1,T0,1,100,28.944
1631709047.118098,182640.000,30480,1,T0,1,100,28.944
1631709047.250357,182772.000,30499,1,T0,1,100,28.934
1631709047.381613,182903.000,30518,1,T0,1,100,28.934
1631709047.511868,183033.000,30553,1,T0,1,100,28.907
1631709047.642123,183163.000,30572,1,T0,1,100,28.939
1631709047.773379,183294.000,30590,1,T0,1,100,28.896
1631709047.903634,183424.000,30609,1,T0,1,100,28.939
1631709048.033888,183554.000,30644,1,T0,1,100,28.912
1631709048.165145,183685.000,30662,1,T0,1,100,28.928
1631709048.297403,183817.000,30686,1,T0,1,100,28.917
1631709048.428660,183948.000,30705,1,T0,1,100,28.917
1631709048.558914,184078.000,30740,1,T0,1,100,28.907
1631709048.687165,184206.000,30759,1,T0,1,100,28.896
1631709048.817419,184336.000,30777,1,T0,1,100,28.896
1631709048.949678,184468.000,30796,1,T0,1,100,28.928
1631709049.079932,184598.000,30831,1,T0,1,100,28.917
1631709049.210187,184728.000,30849,1,T0,1,100,28.896
1631709049.342445,184860.000,30869,1,T0,1,100,28.955
1631709049.474704,184992.000,30904,1,T0,1,100,28.917
1631709049.604958,185122.000,30922,1,T0,1,100,28.939
1631709049.735213,185252.000,30941,1,T0,1,100,28.901
1631709049.866469,185383.000,30959,1,T0,1,100,28.923
1631709049.997726,185514.000,30994,1,T0,1,100,28.934
1631709050.126979,185643.000,31013,1,T0,1,100,28.917
1631709050.258235,185774.000,31031,1,T0,1,100,28.896
1631709050.389492,185905.000,31067,1,T0,1,100,28.976
1631709050.520748,186036.000,31086,1,T0,1,100,28.966
1631709050.651003,186166.000,31104,1,T0,1,100,28.907
1631709050.782259,186297.000,31139,1,T0,1,100,28.923
1631709050.912514,186427.000,31158,1,T0,1,100,28.939
1631709051.043770,186558.000,31176,1,T0,1,100,28.944
1631709051.175027,186689.000,31195,1,T0,1,100,28.917
1631709051.306283,186820.000,31231,1,T0,1,100,28.934
1631709051.435536,186949.000,31249,1,T0,1,100,28.917
1631709051.566792,187080.000,31268,1,T0,1,100,28.901
1631709051.699051,187212.000,31286,1,T0,1,100,28.934
1631709051.829305,187342.000,31321,1,T0,1,100,28.944
1631709051.958558,187471.000,31340,1,T0,1,100,28.934
1631709052.087811,187600.000,31358,1,T0,1,100,28.939
1631709052.220069,187732.000,31394,1,T0,1,100,28.939
1631709052.351326,187863.000,31413,1,T0,1,100,28.907
1631709052.479576,187991.000,31431,1,T0,1,100,28.912
1631709052.610832,188122.000,31450,1,T0,1,100,28.966
1631709052.743091,188254.000,31485,1,T0,1,100,28.966
1631709052.873346,188384.000,31503,1,T0,1,100,28.923
1631709053.003600,188514.000,31522,1,T0,1,100,28.939
1631709053.134857,188645.000,31557,1,T0,1,100,28.960
1631709053.267115,188777.000,31576,1,T0,1,100,28.939
1631709053.396368,188906.000,31598,1,T0,1,100,28.982
1631709053.527624,189037.000,31617,1,T0,1,100,28.923
1631709053.658881,189168.000,31635,1,T0,1,100,28.928
1631709053.790137,189299.000,31654,1,T0,1,100,28.928
1631709053.920392,189429.000,31689,1,T0,1,100,28.971
1631709054.051648,189560.000,31707,1,T0,1,100,28.928
1631709054.181903,189690.000,31726,1,T0,1,100,28.944
1631709054.313159,189821.000,31745,1,T0,1,100,28.987
1631709054.444416,189952.000,31780,1,T0,1,100,28.939
1631709054.574670,190082.000,31799,1,T0,1,100,28.928
1631709054.703923,190211.000,31817,1,T0,1,100,28.939
1631709054.836181,190343.000,31852,1,T0,1,100,28.944
1631709054.968440,190475.000,31871,1,T0,1,100,28.966
1631709055.098694,190605.000,31889,1,T0,1,100,28.966
1631709055.228949,190735.000,31909,1,T0,1,100,28.939
1631709055.360205,190866.000,31944,1,T0,1,100,28.939
1631709055.492464,190998.000,31962,1,T0,1,100,28.960
1631709055.621716,191127.000,31981,1,T0,1,100,28.955
1631709055.752973,191258.000,32016,1,T0,1,100,28.960
1631709055.885231,191390.000,32034,1,T0,1,100,28.976
1631709056.015486,191520.000,32053,1,T0,1,100,28.950
1631709056.146743,191651.000,32071,1,T0,1,100,28.939
1631709056.276997,191781.000,32107,1,T0,1,100,28.950
1631709056.406250,191910.000,32126,1,T0,1,100,28.955
1631709056.538508,192042.000,32144,1,T0,1,100,28.950
1631709056.668763,192172.000,32179,1,T0,1,100,28.960
1631709056.799017,192302.000,32198,1,T0,1,100,28.960
1631709056.930274,192433.000,32216,1,T0,1,100,28.912
1631709057.061530,192564.000,32235,1,T0,1,100,28.934
1631709057.192787,192695.000,32271,1,T0,1,100,28.955
1631709057.323041,192825.000,32289,1,T0,1,100,28.976
1631709057.452294,192954.000,32308,1,T0,1,100,28.934
1631709057.584552,193086.000,32326,1,T0,1,100,28.939
1631709057.715809,193217.000,32361,1,T0,1,100,28.950
1631709057.846063,193347.000,32380,1,T0,1,100,28.971
1631709057.977320,193478.000,32398,1,T0,1,100,28.950
1631709058.108577,193609.000,32417,1,T0,1,100,28.939
1631709058.239833,193740.000,32453,1,T0,1,100,28.955
1631709058.370087,193870.000,32471,1,T0,1,100,28.950
1631709058.499340,193999.000,32490,1,T0,1,100,28.955
1631709058.630597,194130.000,32514,1,T0,1,100,28.944
1631709058.762855,194262.000,32532,1,T0,1,100,28.944
1631709058.892108,194391.000,32567,1,T0,1,100,28.955
1631709059.023364,194522.000,32586,1,T0,1,100,28.976
1631709059.154621,194653.000,32605,1,T0,1,100,28.944
1631709059.285877,194784.000,32640,1,T0,1,100,28.971
1631709059.416132,194914.000,32659,1,T0,1,100,28.955
1631709059.546386,195044.000,32677,1,T0,1,100,28.955
1631709059.676641,195174.000,32712,1,T0,1,100,28.950
1631709059.808899,195306.000,32731,1,T0,1,100,28.923
1631709059.939154,195436.000,32749,1,T0,1,100,28.998
1631709060.069408,195566.000,32768,1,T0,1,100,28.976
1631709060.200665,195697.000,32804,1,T0,1,100,28.950
1631709060.332923,195829.000,32822,1,T0,1,100,28.917
1631709060.463178,195959.000,32841,1,T0,1,100,28.955
1631709060.594434,196090.000,32876,1,T0,1,100,28.982
1631709060.724689,196220.000,32894,1,T0,1,100,28.928
1631709060.855945,196351.000,32913,1,T0,1,100,28.939
1631709060.987202,196482.000,32931,1,T0,1,100,28.944
1631709061.117456,196612.000,32967,1,T0,1,100,28.955
1631709061.246709,196741.000,32986,1,T0,1,100,28.950
1631709061.378968,196873.000,33004,1,T0,1,100,28.960
1631709061.511226,197005.000,33039,1,T0,1,100,28.928
1631709061.641480,197135.000,33058,1,T0,1,100,28.971
1631709061.771735,197265.000,33076,1,T0,1,100,28.966
1631709061.902992,197396.000,33111,1,T0,1,100,28.939
1631709062.035250,197528.000,33131,1,T0,1,100,28.950
1631709062.165505,197658.000,33149,1,T0,1,100,28.955
1631709062.296761,197789.000,33168,1,T0,1,100,28.944
1631709062.428018,197920.000,33203,1,T0,1,100,28.971
1631709062.559274,198051.000,33221,1,T0,1,100,28.966
1631709062.689529,198181.000,33240,1,T0,1,100,28.966
1631709062.819783,198311.000,33275,1,T0,1,100,28.976
1631709062.950038,198441.000,33293,1,T0,1,100,28.982
1631709063.082296,198573.000,33313,1,T0,1,100,28.982
1631709063.212551,198703.000,33331,1,T0,1,100,28.955
1631709063.343807,198834.000,33366,1,T0,1,100,28.976
1631709063.475064,198965.000,33385,1,T0,1,100,28.976
1631709063.606320,199096.000,33403,1,T0,1,100,28.987
1631709063.737577,199227.000,33423,1,T0,1,100,28.982
1631709063.867831,199357.000,33441,1,T0,1,100,28.966
1631709063.997084,199486.000,33477,1,T0,1,100,28.987
1631709064.129342,199618.000,33496,1,T0,1,100,28.982
1631709064.260599,199749.000,33514,1,T0,1,100,28.982
1631709064.389852,199878.000,33533,1,T0,1,100,28.955
1631709064.521108,200009.000,33568,1,T0,1,100,29.009
1631709064.653367,200141.000,33586,1,T0,1,100,28.987
1631709064.783621,200271.000,33605,1,T0,1,100,28.955
1631709064.913876,200401.000,33640,1,T0,1,100,28.998
1631709065.044130,200531.000,33659,1,T0,1,100,28.966
1631709065.175387,200662.000,33678,1,T0,1,100,28.998
1631709065.307645,200794.000,33713,1,T0,1,100,29.003
1631709065.438902,200925.000,33731,1,T0,1,100,28.982
1631709065.567152,201053.000,33750,1,T0,1,100,28.987
1631709065.699411,201185.000,33768,1,T0,1,100,28.987
1631709065.829665,201315.000,33803,1,T0,1,100,28.982
1631709065.959920,201445.000,33822,1,T0,1,100,28.960
1631709066.091176,201576.000,33841,1,T0,1,100,29.014
1631709066.222433,201707.000,33876,1,T0,1,100,29.014
1631709066.353689,201838.000,33895,1,T0,1,100,28.982
1631709066.484946,201969.000,33913,1,T0,1,100,28.966
1631709066.613196,202097.000,33932,1,T0,1,100,28.950
1631709066.744453,202228.000,33967,1,T0,1,100,28.950
1631709066.875710,202359.000,33985,1,T0,1,100,28.966
1631709067.006966,202490.000,34005,1,T0,1,100,28.982
1631709067.138222,202621.000,34039,1,T0,1,100,28.982
1631709067.268477,202751.000,34057,1,T0,1,100,28.976
1631709067.399734,202882.000,34076,1,T0,1,100,28.955
1631709067.530990,203013.000,34094,1,T0,1,100,28.934
1631709067.660243,203142.000,34129,1,T0,1,100,28.939
1631709067.791499,203273.000,34148,1,T0,1,100,28.955
1631709067.923758,203405.000,34166,1,T0,1,100,28.971
1631709068.055014,203536.000,34202,1,T0,1,100,28.971
1631709068.185269,203666.000,34221,1,T0,1,100,28.982
1631709068.315523,203796.000,34239,1,T0,1,100,28.939
1631709068.445778,203926.000,34258,1,T0,1,100,28.982
1631709068.578036,204058.000,34293,1,T0,1,100,28.939
1631709068.708291,204188.000,34311,1,T0,1,100,28.950
1631709068.839547,204319.000,34333,1,T0,1,100,28.944
1631709068.971806,204451.000,34352,1,T0,1,100,28.993
1631709069.103062,204582.000,34371,1,T0,1,100,28.976
1631709069.233317,204712.000,34406,1,T0,1,100,28.976
1631709069.363571,204842.000,34424,1,T0,1,100,29.003
1631709069.493826,204972.000,34443,1,T0,1,100,28.993
1631709069.626084,205104.000,34461,1,T0,1,100,28.966
1631709069.756339,205234.000,34496,1,T0,1,100,28.966
1631709069.886593,205364.000,34515,1,T0,1,100,28.950
1631709070.016848,205494.000,34534,1,T0,1,100,28.971
1631709070.148104,205625.000,34569,1,T0,1,100,29.014
