EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1631709027.332934,162893.500,26932,2,PR,1,100,122095
1631709027.373513,162934.000,26932,2,PR,1,100,122089
1631709027.411587,162972.000,26950,3,PR,1,100,122009
1631709027.449662,163010.000,26950,3,PR,1,100,121983
1631709027.487736,163048.000,26950,3,PR,1,100,121982
1631709027.528316,163088.500,26969,2,PR,1,100,122034
1631709027.568895,163129.000,26969,2,PR,1,100,122023
1631709027.607637,163167.667,26985,3,PR,1,100,121998
1631709027.646380,163206.333,26985,3,PR,1,100,121942
1631709027.685122,163245.000,26985,3,PR,1,100,121902
1631709027.722862,163282.667,27010,3,PR,1,100,121928
1631709027.760603,163320.333,27010,3,PR,1,100,121941
1631709027.798343,163358.000,27010,3,PR,1,100,121931
1631709027.839424,163399.000,27028,2,PR,1,100,121865
1631709027.880504,163440.000,27028,2,PR,1,100,121820
1631709027.917910,163477.333,27047,3,PR,1,100,121871
1631709027.955317,163514.667,27047,3,PR,1,100,121858
1631709027.992723,163552.000,27047,3,PR,1,100,121826
1631709028.033803,163593.000,27065,2,PR,1,100,121661
1631709028.074884,163634.000,27065,2,PR,1,100,121656
1631709028.113292,163672.333,27082,3,PR,1,100,121696
1631709028.151700,163710.667,27082,3,PR,1,100,121625
1631709028.190109,163749.000,27082,3,PR,1,100,121587
1631709028.233861,163792.667,27100,3,PR,1,100,121576
1631709028.277613,163836.333,27100,3,PR,1,100,121492
1631709028.321365,163880.000,27100,3,PR,1,100,121394
1631709028.353929,163912.500,27119,2,PR,1,100,121286
1631709028.386493,163945.000,27119,2,PR,1,100,121202
1631709028.429911,163988.333,27137,3,PR,1,100,121172
1631709028.473329,164031.667,27137,3,PR,1,100,121189
1631709028.516747,164075.000,27137,3,PR,1,100,121278
1631709028.549812,164108.000,27154,2,PR,1,100,121307
1631709028.582876,164141.000,27154,2,PR,1,100,121299
1631709028.626963,164185.000,27172,3,PR,1,100,121259
1631709028.671049,164229.000,27172,3,PR,1,100,121159
1631709028.715135,164273.000,27172,3,PR,1,100,121157
1631709028.752875,164310.667,27192,3,PR,1,100,121105
1631709028.790616,164348.333,27192,3,PR,1,100,121075
1631709028.828356,164386.000,27192,3,PR,1,100,121079
1631709028.869437,164427.000,27210,2,PR,1,100,121061
1631709028.910517,164468.000,27210,2,PR,1,100,121079
1631709028.947589,164505.000,27227,3,PR,1,100,121100
1631709028.984662,164542.000,27227,3,PR,1,100,121086
1631709029.021734,164579.000,27227,3,PR,1,100,121030
1631709029.060143,164617.333,27245,3,PR,1,100,120967
1631709029.098551,164655.667,27245,3,PR,1,100,120929
1631709029.136959,164694.000,27245,3,PR,1,100,120926
1631709029.186556,164743.500,27264,2,PR,1,100,120907
1631709029.236153,164793.000,27264,2,PR,1,100,120919
1631709029.277734,164834.500,27282,2,PR,1,100,120909
1631709029.319316,164876.000,27282,2,PR,1,100,120889
1631709029.359895,164916.500,27301,2,PR,1,100,120905
1631709029.400474,164957.000,27301,2,PR,1,100,120908
1631709029.438883,164995.333,27317,3,PR,1,100,120921
1631709029.477291,165033.667,27317,3,PR,1,100,120961
1631709029.515699,165072.000,27317,3,PR,1,100,121009
1631709029.556279,165112.500,27336,2,PR,1,100,121003
1631709029.596858,165153.000,27336,2,PR,1,100,121028
1631709029.635266,165191.333,27355,3,PR,1,100,121042
1631709029.673675,165229.667,27355,3,PR,1,100,121003
1631709029.712083,165268.000,27355,3,PR,1,100,120965
1631709029.755835,165311.667,27374,3,PR,1,100,120942
1631709029.799587,165355.333,27374,3,PR,1,100,120939
1631709029.843340,165399.000,27374,3,PR,1,100,120960
1631709029.876404,165432.000,27390,2,PR,1,100,120970
1631709029.909469,165465.000,27390,2,PR,1,100,120964
1631709029.952553,165508.000,27409,3,PR,1,100,121019
1631709029.995637,165551.000,27409,3,PR,1,100,121037
1631709030.038722,165594.000,27409,3,PR,1,100,121071
1631709030.071786,165627.000,27427,2,PR,1,100,121095
1631709030.104851,165660.000,27427,2,PR,1,100,121110
1631709030.148269,165703.333,27446,3,PR,1,100,121145
1631709030.191687,165746.667,27446,3,PR,1,100,121143
1631709030.235105,165790.000,27446,3,PR,1,100,121141
1631709030.273514,165828.333,27464,3,PR,1,100,121115
1631709030.311922,165866.667,27464,3,PR,1,100,121106
1631709030.350330,165905.000,27464,3,PR,1,100,121116
1631709030.391411,165946.000,27481,2,PR,1,100,121099
1631709030.432491,165987.000,27481,2,PR,1,100,121124
1631709030.470565,166025.000,27499,3,PR,1,100,121114
1631709030.508640,166063.000,27499,3,PR,1,100,121103
1631709030.546714,166101.000,27499,3,PR,1,100,121144
1631709030.587294,166141.500,27518,2,PR,1,100,121121
1631709030.627873,166182.000,27518,2,PR,1,100,121161
1631709030.666281,166220.333,27537,3,PR,1,100,121175
1631709030.704690,166258.667,27537,3,PR,1,100,121174
1631709030.743098,166297.000,27537,3,PR,1,100,121201
1631709030.780504,166334.333,27554,3,PR,1,100,121192
1631709030.817911,166371.667,27554,3,PR,1,100,121197
1631709030.855317,166409.000,27554,3,PR,1,100,121181
1631709030.896398,166450.000,27572,2,PR,1,100,121119
1631709030.937478,166491.000,27572,2,PR,1,100,121125
1631709030.975552,166529.000,27591,3,PR,1,100,121083
1631709031.013627,166567.000,27591,3,PR,1,100,121112
1631709031.051701,166605.000,27591,3,PR,1,100,121114
1631709031.092781,166646.000,27609,2,PR,1,100,121100
1631709031.133862,166687.000,27609,2,PR,1,100,121112
1631709031.171936,166725.000,27628,3,PR,1,100,121118
1631709031.210011,166763.000,27628,3,PR,1,100,121127
1631709031.248085,166801.000,27628,3,PR,1,100,121117
1631709031.289165,166842.000,27644,2,PR,1,100,121132
1631709031.330245,166883.000,27644,2,PR,1,100,121148
1631709031.368654,166921.333,27663,3,PR,1,100,121139
1631709031.407062,166959.667,27663,3,PR,1,100,121181
1631709031.445471,166998.000,27663,3,PR,1,100,121200
1631709031.483879,167036.333,27681,3,PR,1,100,121223
1631709031.522287,167074.667,27681,3,PR,1,100,121239
1631709031.560696,167113.000,27681,3,PR,1,100,121202
1631709031.600774,167153.000,27700,2,PR,1,100,121182
1631709031.640852,167193.000,27700,2,PR,1,100,121171
1631709031.678927,167231.000,27717,3,PR,1,100,121163
1631709031.717001,167269.000,27717,3,PR,1,100,121158
1631709031.755076,167307.000,27717,3,PR,1,100,121182
1631709031.795655,167347.500,27736,2,PR,1,100,121194
1631709031.836234,167388.000,27736,2,PR,1,100,121202
1631709031.874643,167426.333,27754,3,PR,1,100,121193
1631709031.913051,167464.667,27754,3,PR,1,100,121200
1631709031.951459,167503.000,27754,3,PR,1,100,121215
1631709031.992540,167544.000,27773,2,PR,1,100,121246
1631709032.033620,167585.000,27773,2,PR,1,100,121257
1631709032.071694,167623.000,27789,3,PR,1,100,121252
1631709032.109769,167661.000,27789,3,PR,1,100,121243
1631709032.147843,167699.000,27789,3,PR,1,100,121270
1631709032.188923,167740.000,27808,2,PR,1,100,121278
1631709032.230004,167781.000,27808,2,PR,1,100,121284
1631709032.267744,167818.667,27826,3,PR,1,100,121232
1631709032.305485,167856.333,27826,3,PR,1,100,121203
1631709032.343225,167894.000,27826,3,PR,1,100,121231
1631709032.386643,167937.333,27845,3,PR,1,100,121220
1631709032.430061,167980.667,27845,3,PR,1,100,121228
1631709032.473480,168024.000,27845,3,PR,1,100,121217
1631709032.507045,168057.500,27863,2,PR,1,100,121237
1631709032.540611,168091.000,27863,2,PR,1,100,121244
1631709032.584029,168134.333,27881,3,PR,1,100,121247
1631709032.627447,168177.667,27881,3,PR,1,100,121257
1631709032.670865,168221.000,27881,3,PR,1,100,121266
1631709032.703429,168253.500,27899,2,PR,1,100,121261
1631709032.735993,168286.000,27899,2,PR,1,100,121266
1631709032.779411,168329.333,27918,3,PR,1,100,121276
1631709032.822829,168372.667,27918,3,PR,1,100,121285
1631709032.866247,168416.000,27918,3,PR,1,100,121284
1631709032.904321,168454.000,27941,3,PR,1,100,121286
1631709032.942396,168492.000,27941,3,PR,1,100,121271
1631709032.980470,168530.000,27941,3,PR,1,100,121243
1631709033.021551,168571.000,27958,2,PR,1,100,121239
1631709033.062631,168612.000,27958,2,PR,1,100,121255
1631709033.101373,168650.667,27976,3,PR,1,100,121246
1631709033.140116,168689.333,27976,3,PR,1,100,121265
1631709033.178858,168728.000,27976,3,PR,1,100,121273
1631709033.218936,168768.000,27995,2,PR,1,100,121283
1631709033.259015,168808.000,27995,2,PR,1,100,121292
1631709033.297423,168846.333,28013,3,PR,1,100,121288
1631709033.335831,168884.667,28013,3,PR,1,100,121315
1631709033.374240,168923.000,28013,3,PR,1,100,121307
1631709033.411980,168960.667,28032,3,PR,1,100,121309
1631709033.449721,168998.333,28032,3,PR,1,100,121328
1631709033.487461,169036.000,28032,3,PR,1,100,121310
1631709033.526203,169074.667,28048,3,PR,1,100,121338
1631709033.564946,169113.333,28048,3,PR,1,100,121364
1631709033.603688,169152.000,28048,3,PR,1,100,121324
1631709033.644268,169192.500,28068,2,PR,1,100,121309
1631709033.684847,169233.000,28068,2,PR,1,100,121273
1631709033.722587,169270.667,28086,3,PR,1,100,121303
1631709033.760328,169308.333,28086,3,PR,1,100,121321
1631709033.798068,169346.000,28086,3,PR,1,100,121317
1631709033.839148,169387.000,28105,2,PR,1,100,121328
1631709033.880229,169428.000,28105,2,PR,1,100,121334
1631709033.918303,169466.000,28123,3,PR,1,100,121331
1631709033.956378,169504.000,28123,3,PR,1,100,121351
1631709033.994452,169542.000,28123,3,PR,1,100,121330
1631709034.032192,169579.667,28140,3,PR,1,100,121363
1631709034.069933,169617.333,28140,3,PR,1,100,121364
1631709034.107673,169655.000,28140,3,PR,1,100,121359
1631709034.149254,169696.500,28158,2,PR,1,100,121377
1631709034.190836,169738.000,28158,2,PR,1,100,121373
1631709034.228576,169775.667,28177,3,PR,1,100,121372
1631709034.266316,169813.333,28177,3,PR,1,100,121340
1631709034.304057,169851.000,28177,3,PR,1,100,121335
1631709034.345137,169892.000,28195,2,PR,1,100,121331
1631709034.386218,169933.000,28195,2,PR,1,100,121338
1631709034.423958,169970.667,28214,3,PR,1,100,121319
1631709034.461698,170008.333,28214,3,PR,1,100,121344
1631709034.499439,170046.000,28214,3,PR,1,100,121357
1631709034.543525,170090.000,28231,3,PR,1,100,121357
1631709034.587611,170134.000,28231,3,PR,1,100,121345
1631709034.631697,170178.000,28231,3,PR,1,100,121357
1631709034.664261,170210.500,28250,2,PR,1,100,121379
1631709034.696825,170243.000,28250,2,PR,1,100,121393
1631709034.740577,170286.667,28268,3,PR,1,100,121397
1631709034.784329,170330.333,28268,3,PR,1,100,121385
1631709034.828081,170374.000,28268,3,PR,1,100,121384
1631709034.860645,170406.500,28287,2,PR,1,100,121422
1631709034.893208,170439.000,28287,2,PR,1,100,121422
1631709034.936626,170482.333,28303,3,PR,1,100,121381
1631709034.980045,170525.667,28303,3,PR,1,100,121343
1631709035.023463,170569.000,28303,3,PR,1,100,121355
1631709035.061871,170607.333,28322,3,PR,1,100,121366
1631709035.100280,170645.667,28322,3,PR,1,100,121366
1631709035.138688,170684.000,28322,3,PR,1,100,121384
1631709035.179768,170725.000,28340,2,PR,1,100,121376
1631709035.220849,170766.000,28340,2,PR,1,100,121386
1631709035.258923,170804.000,28359,3,PR,1,100,121394
1631709035.296997,170842.000,28359,3,PR,1,100,121404
1631709035.335072,170880.000,28359,3,PR,1,100,121423
1631709035.376152,170921.000,28375,2,PR,1,100,121426
1631709035.417232,170962.000,28375,2,PR,1,100,121429
1631709035.455307,171000.000,28394,3,PR,1,100,121432
1631709035.493381,171038.000,28394,3,PR,1,100,121435
1631709035.531456,171076.000,28394,3,PR,1,100,121444
1631709035.569196,171113.667,28413,3,PR,1,100,121450
1631709035.606936,171151.333,28413,3,PR,1,100,121423
1631709035.644677,171189.000,28413,3,PR,1,100,121404
1631709035.685757,171230.000,28432,2,PR,1,100,121402
1631709035.726837,171271.000,28432,2,PR,1,100,121415
1631709035.765246,171309.333,28450,3,PR,1,100,121423
1631709035.803654,171347.667,28450,3,PR,1,100,121407
1631709035.842062,171386.000,28450,3,PR,1,100,121417
1631709035.882642,171426.500,28467,2,PR,1,100,121426
1631709035.923221,171467.000,28467,2,PR,1,100,121448
1631709035.961630,171505.333,28485,3,PR,1,100,121456
1631709036.000038,171543.667,28485,3,PR,1,100,121454
1631709036.038446,171582.000,28485,3,PR,1,100,121464
1631709036.075519,171619.000,28504,3,PR,1,100,121472
1631709036.112591,171656.000,28504,3,PR,1,100,121478
1631709036.149664,171693.000,28504,3,PR,1,100,121482
1631709036.191245,171734.500,28522,2,PR,1,100,121466
1631709036.232826,171776.000,28522,2,PR,1,100,121507
1631709036.271235,171814.333,28539,3,PR,1,100,121498
1631709036.309643,171852.667,28539,3,PR,1,100,121460
1631709036.348051,171891.000,28539,3,PR,1,100,121422
1631709036.388631,171931.500,28557,2,PR,1,100,121437
1631709036.429210,171972.000,28557,2,PR,1,100,121480
1631709036.467284,172010.000,28576,3,PR,1,100,121484
1631709036.505359,172048.000,28576,3,PR,1,100,121483
1631709036.543433,172086.000,28576,3,PR,1,100,121468
1631709036.584513,172127.000,28595,2,PR,1,100,121491
1631709036.625594,172168.000,28595,2,PR,1,100,121505
1631709036.663334,172205.667,28614,3,PR,1,100,121518
1631709036.701075,172243.333,28614,3,PR,1,100,121516
1631709036.738815,172281.000,28614,3,PR,1,100,121518
1631709036.780396,172322.500,28630,2,PR,1,100,121527
1631709036.821978,172364.000,28630,2,PR,1,100,121519
1631709036.860052,172402.000,28649,3,PR,1,100,121542
1631709036.898126,172440.000,28649,3,PR,1,100,121519
1631709036.936201,172478.000,28649,3,PR,1,100,121472
1631709036.976780,172518.500,28667,2,PR,1,100,121453
1631709037.017359,172559.000,28667,2,PR,1,100,121457
1631709037.055100,172596.667,28686,3,PR,1,100,121475
1631709037.092840,172634.333,28686,3,PR,1,100,121536
1631709037.130581,172672.000,28686,3,PR,1,100,121589
1631709037.173999,172715.333,28702,3,PR,1,100,121655
1631709037.217417,172758.667,28702,3,PR,1,100,121717
1631709037.260835,172802.000,28702,3,PR,1,100,121770
1631709037.293399,172834.500,28721,2,PR,1,100,121782
1631709037.325962,172867.000,28721,2,PR,1,100,121837
1631709037.370049,172911.000,28739,3,PR,1,100,121902
1631709037.414135,172955.000,28739,3,PR,1,100,121933
1631709037.458221,172999.000,28739,3,PR,1,100,121949
1631709037.490784,173031.500,28759,2,PR,1,100,121940
1631709037.523348,173064.000,28759,2,PR,1,100,121936
1631709037.567100,173107.667,28777,3,PR,1,100,121934
1631709037.610852,173151.333,28777,3,PR,1,100,121905
1631709037.654605,173195.000,28777,3,PR,1,100,121896
1631709037.692345,173232.667,28794,3,PR,1,100,121875
1631709037.730086,173270.333,28794,3,PR,1,100,121880
1631709037.767826,173308.000,28794,3,PR,1,100,121876
1631709037.808906,173349.000,28812,2,PR,1,100,121873
1631709037.849987,173390.000,28812,2,PR,1,100,121887
1631709037.888061,173428.000,28831,3,PR,1,100,121882
1631709037.926135,173466.000,28831,3,PR,1,100,121884
1631709037.964210,173504.000,28831,3,PR,1,100,121879
1631709038.002618,173542.333,28854,3,PR,1,100,121875
1631709038.041027,173580.667,28854,3,PR,1,100,121873
1631709038.079435,173619.000,28854,3,PR,1,100,121863
1631709038.116841,173656.333,28873,3,PR,1,100,121849
1631709038.154248,173693.667,28873,3,PR,1,100,121838
1631709038.191654,173731.000,28873,3,PR,1,100,121858
1631709038.230062,173769.333,28889,3,PR,1,100,121848
1631709038.268471,173807.667,28889,3,PR,1,100,121819
1631709038.306879,173846.000,28889,3,PR,1,100,121785
1631709038.347960,173887.000,28908,2,PR,1,100,121772
1631709038.389040,173928.000,28908,2,PR,1,100,121782
1631709038.427782,173966.667,28926,3,PR,1,100,121794
1631709038.466525,174005.333,28926,3,PR,1,100,121806
1631709038.505267,174044.000,28926,3,PR,1,100,121814
1631709038.545846,174084.500,28946,2,PR,1,100,121832
1631709038.586426,174125.000,28946,2,PR,1,100,121862
1631709038.624500,174163.000,28964,3,PR,1,100,121887
1631709038.662575,174201.000,28964,3,PR,1,100,121888
1631709038.700649,174239.000,28964,3,PR,1,100,121889
1631709038.740727,174279.000,28981,2,PR,1,100,121907
1631709038.780806,174319.000,28981,2,PR,1,100,121917
1631709038.819214,174357.333,28999,3,PR,1,100,121930
1631709038.857622,174395.667,28999,3,PR,1,100,121930
1631709038.896031,174434.000,28999,3,PR,1,100,121929
1631709038.937111,174475.000,29018,2,PR,1,100,121970
1631709038.978191,174516.000,29018,2,PR,1,100,121964
1631709039.016600,174554.333,29036,3,PR,1,100,122016
1631709039.055008,174592.667,29036,3,PR,1,100,122053
1631709039.093416,174631.000,29036,3,PR,1,100,122078
1631709039.134497,174672.000,29053,2,PR,1,100,122152
1631709039.175577,174713.000,29053,2,PR,1,100,122129
1631709039.213651,174751.000,29071,3,PR,1,100,122075
1631709039.251726,174789.000,29071,3,PR,1,100,122020
1631709039.289800,174827.000,29071,3,PR,1,100,122059
1631709039.333218,174870.333,29090,3,PR,1,100,122113
1631709039.376637,174913.667,29090,3,PR,1,100,122146
1631709039.420055,174957.000,29090,3,PR,1,100,122198
1631709039.453119,174990.000,29109,2,PR,1,100,122206
1631709039.486184,175023.000,29109,2,PR,1,100,122243
1631709039.529936,175066.667,29126,3,PR,1,100,122297
1631709039.573688,175110.333,29126,3,PR,1,100,122398
1631709039.617440,175154.000,29126,3,PR,1,100,122483
1631709039.650505,175187.000,29144,2,PR,1,100,122535
1631709039.683570,175220.000,29144,2,PR,1,100,122573
1631709039.726654,175263.000,29163,3,PR,1,100,122591
1631709039.769738,175306.000,29163,3,PR,1,100,122589
1631709039.812822,175349.000,29163,3,PR,1,100,122564
1631709039.850897,175387.000,29181,3,PR,1,100,122536
1631709039.888971,175425.000,29181,3,PR,1,100,122506
1631709039.927046,175463.000,29181,3,PR,1,100,122528
1631709039.968126,175504.000,29200,2,PR,1,100,122526
1631709040.009206,175545.000,29200,2,PR,1,100,122542
1631709040.047615,175583.333,29216,3,PR,1,100,122562
1631709040.086023,175621.667,29216,3,PR,1,100,122555
1631709040.124431,175660.000,29216,3,PR,1,100,122585
1631709040.165512,175701.000,29235,2,PR,1,100,122576
1631709040.206592,175742.000,29235,2,PR,1,100,122565
1631709040.245000,175780.333,29253,3,PR,1,100,122578
1631709040.283409,175818.667,29253,3,PR,1,100,122549
1631709040.321817,175857.000,29253,3,PR,1,100,122559
1631709040.362396,175897.500,29272,2,PR,1,100,122558
1631709040.402976,175938.000,29272,2,PR,1,100,122544
1631709040.441050,175976.000,29289,3,PR,1,100,122555
1631709040.479124,176014.000,29289,3,PR,1,100,122541
1631709040.517199,176052.000,29289,3,PR,1,100,122548
1631709040.555607,176090.333,29308,3,PR,1,100,122557
1631709040.594016,176128.667,29308,3,PR,1,100,122554
1631709040.632424,176167.000,29308,3,PR,1,100,122572
1631709040.673003,176207.500,29326,2,PR,1,100,122556
1631709040.713583,176248.000,29326,2,PR,1,100,122567
1631709040.751991,176286.333,29345,3,PR,1,100,122547
1631709040.790399,176324.667,29345,3,PR,1,100,122544
1631709040.828808,176363.000,29345,3,PR,1,100,122543
1631709040.869387,176403.500,29363,2,PR,1,100,122526
1631709040.909966,176444.000,29363,2,PR,1,100,122515
1631709040.948375,176482.333,29380,3,PR,1,100,122472
1631709040.986783,176520.667,29380,3,PR,1,100,122477
1631709041.025192,176559.000,29380,3,PR,1,100,122462
1631709041.063266,176597.000,29398,3,PR,1,100,122442
1631709041.101340,176635.000,29398,3,PR,1,100,122437
1631709041.139415,176673.000,29398,3,PR,1,100,122415
1631709041.180996,176714.500,29417,2,PR,1,100,122402
1631709041.222577,176756.000,29417,2,PR,1,100,122370
1631709041.260652,176794.000,29435,3,PR,1,100,122389
1631709041.298726,176832.000,29435,3,PR,1,100,122390
1631709041.336801,176870.000,29435,3,PR,1,100,122391
1631709041.377380,176910.500,29452,2,PR,1,100,122371
1631709041.417959,176951.000,29452,2,PR,1,100,122322
1631709041.456033,176989.000,29471,3,PR,1,100,122320
1631709041.494108,177027.000,29471,3,PR,1,100,122321
1631709041.532182,177065.000,29471,3,PR,1,100,122305
1631709041.573263,177106.000,29490,2,PR,1,100,122269
1631709041.614343,177147.000,29490,2,PR,1,100,122247
1631709041.652417,177185.000,29508,3,PR,1,100,122256
1631709041.690492,177223.000,29508,3,PR,1,100,122245
1631709041.728566,177261.000,29508,3,PR,1,100,122245
1631709041.770147,177302.500,29525,2,PR,1,100,122213
1631709041.811729,177344.000,29525,2,PR,1,100,122213
1631709041.849469,177381.667,29543,3,PR,1,100,122237
1631709041.887209,177419.333,29543,3,PR,1,100,122219
1631709041.924950,177457.000,29543,3,PR,1,100,122219
1631709041.968702,177500.667,29562,3,PR,1,100,122199
1631709042.012454,177544.333,29562,3,PR,1,100,122187
1631709042.056206,177588.000,29562,3,PR,1,100,122185
1631709042.089271,177621.000,29580,2,PR,1,100,122173
1631709042.122336,177654.000,29580,2,PR,1,100,122168
1631709042.165420,177697.000,29599,3,PR,1,100,122153
1631709042.208504,177740.000,29599,3,PR,1,100,122147
1631709042.251588,177783.000,29599,3,PR,1,100,122144
1631709042.284152,177815.500,29615,2,PR,1,100,122127
1631709042.316715,177848.000,29615,2,PR,1,100,122125
1631709042.360468,177891.667,29634,3,PR,1,100,122125
1631709042.404220,177935.333,29634,3,PR,1,100,122129
1631709042.447972,177979.000,29634,3,PR,1,100,122122
1631709042.485713,178016.667,29653,3,PR,1,100,122119
1631709042.523453,178054.333,29653,3,PR,1,100,122113
1631709042.561193,178092.000,29653,3,PR,1,100,122104
1631709042.602273,178133.000,29672,2,PR,1,100,122088
1631709042.643354,178174.000,29672,2,PR,1,100,122068
1631709042.681428,178212.000,29688,3,PR,1,100,122076
1631709042.719503,178250.000,29688,3,PR,1,100,122068
1631709042.757577,178288.000,29688,3,PR,1,100,122065
1631709042.799158,178329.500,29707,2,PR,1,100,122064
1631709042.840739,178371.000,29707,2,PR,1,100,122059
1631709042.879148,178409.333,29725,3,PR,1,100,122058
1631709042.917556,178447.667,29725,3,PR,1,100,122045
1631709042.955965,178486.000,29725,3,PR,1,100,122069
1631709042.993705,178523.667,29744,3,PR,1,100,122062
1631709043.031446,178561.333,29744,3,PR,1,100,122080
1631709043.069186,178599.000,29744,3,PR,1,100,122079
1631709043.110016,178639.750,29768,4,PR,1,100,122054
1631709043.150846,178680.500,29768,4,PR,1,100,122069
1631709043.191675,178721.250,29768,4,PR,1,100,122041
1631709043.232505,178762.000,29768,4,PR,1,100,122063
1631709043.265069,178794.500,29786,2,PR,1,100,122049
1631709043.297632,178827.000,29786,2,PR,1,100,122042
1631709043.341385,178870.667,29805,3,PR,1,100,122050
1631709043.385137,178914.333,29805,3,PR,1,100,122036
1631709043.428889,178958.000,29805,3,PR,1,100,122055
1631709043.466629,178995.667,29822,3,PR,1,100,122070
1631709043.504370,179033.333,29822,3,PR,1,100,122039
1631709043.542110,179071.000,29822,3,PR,1,100,122058
1631709043.583190,179112.000,29841,2,PR,1,100,122064
1631709043.624271,179153.000,29841,2,PR,1,100,122067
1631709043.662345,179191.000,29859,3,PR,1,100,122070
1631709043.700420,179229.000,29859,3,PR,1,100,122061
1631709043.738494,179267.000,29859,3,PR,1,100,122052
1631709043.779574,179308.000,29878,2,PR,1,100,122039
1631709043.820655,179349.000,29878,2,PR,1,100,122040
1631709043.858395,179386.667,29896,3,PR,1,100,122037
1631709043.896135,179424.333,29896,3,PR,1,100,122038
1631709043.933876,179462.000,29896,3,PR,1,100,122021
1631709043.971950,179500.000,29913,3,PR,1,100,122028
1631709044.010025,179538.000,29913,3,PR,1,100,122034
1631709044.048099,179576.000,29913,3,PR,1,100,122032
1631709044.089179,179617.000,29931,2,PR,1,100,122041
1631709044.130260,179658.000,29931,2,PR,1,100,122049
1631709044.168000,179695.667,29950,3,PR,1,100,122064
1631709044.205740,179733.333,29950,3,PR,1,100,122056
1631709044.243481,179771.000,29950,3,PR,1,100,122051
1631709044.281555,179809.000,29968,3,PR,1,100,122032
1631709044.319630,179847.000,29968,3,PR,1,100,122005
1631709044.357704,179885.000,29968,3,PR,1,100,122037
1631709044.398784,179926.000,29986,2,PR,1,100,122036
1631709044.439865,179967.000,29986,2,PR,1,100,122032
1631709044.477939,180005.000,30004,3,PR,1,100,122022
1631709044.516013,180043.000,30004,3,PR,1,100,122011
1631709044.554088,180081.000,30004,3,PR,1,100,122041
1631709044.595168,180122.000,30023,2,PR,1,100,122039
1631709044.636248,180163.000,30023,2,PR,1,100,122044
1631709044.674323,180201.000,30041,3,PR,1,100,122033
1631709044.712397,180239.000,30041,3,PR,1,100,122038
1631709044.750472,180277.000,30041,3,PR,1,100,122060
1631709044.788212,180314.667,30060,3,PR,1,100,122057
1631709044.825953,180352.333,30060,3,PR,1,100,122041
1631709044.863693,180390.000,30060,3,PR,1,100,122026
1631709044.904773,180431.000,30076,2,PR,1,100,122045
1631709044.945853,180472.000,30076,2,PR,1,100,122029
1631709044.984262,180510.333,30095,3,PR,1,100,122033
1631709045.022670,180548.667,30095,3,PR,1,100,122032
1631709045.061079,180587.000,30095,3,PR,1,100,122023
1631709045.101658,180627.500,30113,2,PR,1,100,122045
1631709045.142237,180668.000,30113,2,PR,1,100,122041
1631709045.180646,180706.333,30132,3,PR,1,100,122050
1631709045.219054,180744.667,30132,3,PR,1,100,122042
1631709045.257463,180783.000,30132,3,PR,1,100,122040
1631709045.298543,180824.000,30148,2,PR,1,100,122065
1631709045.339623,180865.000,30148,2,PR,1,100,122064
1631709045.377363,180902.667,30168,3,PR,1,100,122070
1631709045.415104,180940.333,30168,3,PR,1,100,122062
1631709045.452844,180978.000,30168,3,PR,1,100,122042
1631709045.493924,181019.000,30186,2,PR,1,100,122043
1631709045.535005,181060.000,30186,2,PR,1,100,122038
1631709045.573413,181098.333,30205,3,PR,1,100,122051
1631709045.611822,181136.667,30205,3,PR,1,100,122043
1631709045.650230,181175.000,30205,3,PR,1,100,122044
1631709045.690809,181215.500,30223,2,PR,1,100,122036
1631709045.731389,181256.000,30223,2,PR,1,100,122044
1631709045.769797,181294.333,30240,3,PR,1,100,122046
1631709045.808205,181332.667,30240,3,PR,1,100,122055
1631709045.846614,181371.000,30240,3,PR,1,100,122037
1631709045.889698,181414.000,30258,3,PR,1,100,122042
1631709045.932782,181457.000,30258,3,PR,1,100,122057
1631709045.975866,181500.000,30258,3,PR,1,100,122050
1631709046.008931,181533.000,30277,2,PR,1,100,122049
1631709046.041996,181566.000,30277,2,PR,1,100,122027
1631709046.085748,181609.667,30295,3,PR,1,100,122015
1631709046.129500,181653.333,30295,3,PR,1,100,122026
1631709046.173252,181697.000,30295,3,PR,1,100,122016
1631709046.205816,181729.500,30312,2,PR,1,100,122018
1631709046.238379,181762.000,30312,2,PR,1,100,122008
1631709046.282131,181805.667,30330,3,PR,1,100,122018
1631709046.325884,181849.333,30330,3,PR,1,100,122020
1631709046.369636,181893.000,30330,3,PR,1,100,122031
1631709046.407710,181931.000,30350,3,PR,1,100,122015
1631709046.445785,181969.000,30350,3,PR,1,100,122001
1631709046.483859,182007.000,30350,3,PR,1,100,122036
1631709046.524939,182048.000,30368,2,PR,1,100,122046
1631709046.566020,182089.000,30368,2,PR,1,100,122033
1631709046.604762,182127.667,30385,3,PR,1,100,122036
1631709046.643504,182166.333,30385,3,PR,1,100,122013
1631709046.682247,182205.000,30385,3,PR,1,100,122019
1631709046.722325,182245.000,30403,2,PR,1,100,122014
1631709046.762403,182285.000,30403,2,PR,1,100,121989
1631709046.800478,182323.000,30422,3,PR,1,100,122005
1631709046.838552,182361.000,30422,3,PR,1,100,122008
