EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1631709014.848035,150433.000,24703,3,PR,1,100,121159
1631709014.886110,150471.000,24703,3,PR,1,100,121171
1631709014.926689,150511.500,24722,2,PR,1,100,121172
1631709014.967268,150552.000,24722,2,PR,1,100,121180
1631709015.005677,150590.333,24741,3,PR,1,100,121198
1631709015.044085,150628.667,24741,3,PR,1,100,121178
1631709015.082494,150667.000,24741,3,PR,1,100,121170
1631709015.124075,150708.500,24760,2,PR,1,100,121160
1631709015.165656,150750.000,24760,2,PR,1,100,121126
1631709015.203397,150787.667,24778,3,PR,1,100,121122
1631709015.241137,150825.333,24778,3,PR,1,100,121131
1631709015.278877,150863.000,24778,3,PR,1,100,121126
1631709015.322295,150906.333,24795,3,PR,1,100,121107
1631709015.365714,150949.667,24795,3,PR,1,100,121061
1631709015.409132,150993.000,24795,3,PR,1,100,121054
1631709015.441695,151025.500,24813,2,PR,1,100,121101
1631709015.474259,151058.000,24813,2,PR,1,100,121130
1631709015.518345,151102.000,24832,3,PR,1,100,121110
1631709015.562432,151146.000,24832,3,PR,1,100,121083
1631709015.606518,151190.000,24832,3,PR,1,100,121094
1631709015.639081,151222.500,24850,2,PR,1,100,121077
1631709015.671645,151255.000,24850,2,PR,1,100,121040
1631709015.715063,151298.333,24867,3,PR,1,100,121037
1631709015.758481,151341.667,24867,3,PR,1,100,121035
1631709015.801899,151385.000,24867,3,PR,1,100,121035
1631709015.840308,151423.333,24885,3,PR,1,100,121049
1631709015.878716,151461.667,24885,3,PR,1,100,121057
1631709015.917125,151500.000,24885,3,PR,1,100,121036
1631709015.956702,151539.500,24905,2,PR,1,100,120996
1631709015.996279,151579.000,24905,2,PR,1,100,121013
1631709016.034688,151617.333,24923,3,PR,1,100,120995
1631709016.073096,151655.667,24923,3,PR,1,100,120981
1631709016.111505,151694.000,24923,3,PR,1,100,120974
1631709016.152585,151735.000,24942,2,PR,1,100,120946
1631709016.193665,151776.000,24942,2,PR,1,100,120969
1631709016.231740,151814.000,24958,3,PR,1,100,120960
1631709016.269814,151852.000,24958,3,PR,1,100,120944
1631709016.307888,151890.000,24958,3,PR,1,100,120921
1631709016.346297,151928.333,24977,3,PR,1,100,120900
1631709016.384705,151966.667,24977,3,PR,1,100,120929
1631709016.423113,152005.000,24977,3,PR,1,100,120928
1631709016.463693,152045.500,24995,2,PR,1,100,120929
1631709016.504272,152086.000,24995,2,PR,1,100,120927
1631709016.542346,152124.000,25014,3,PR,1,100,120955
1631709016.580421,152162.000,25014,3,PR,1,100,120965
1631709016.618495,152200.000,25014,3,PR,1,100,120936
1631709016.660077,152241.500,25030,2,PR,1,100,120923
1631709016.701658,152283.000,25030,2,PR,1,100,120873
1631709016.739398,152320.667,25049,3,PR,1,100,120928
1631709016.777139,152358.333,25049,3,PR,1,100,120973
1631709016.814879,152396.000,25049,3,PR,1,100,121035
1631709016.853287,152434.333,25067,3,PR,1,100,121055
1631709016.891696,152472.667,25067,3,PR,1,100,121036
1631709016.930104,152511.000,25067,3,PR,1,100,121086
1631709016.971184,152552.000,25087,2,PR,1,100,121122
1631709017.012265,152593.000,25087,2,PR,1,100,121196
1631709017.049671,152630.333,25103,3,PR,1,100,121254
1631709017.087078,152667.667,25103,3,PR,1,100,121315
1631709017.124484,152705.000,25103,3,PR,1,100,121364
1631709017.166065,152746.500,25122,2,PR,1,100,121398
1631709017.207647,152788.000,25122,2,PR,1,100,121461
1631709017.245721,152826.000,25140,3,PR,1,100,121478
1631709017.283795,152864.000,25140,3,PR,1,100,121487
1631709017.321870,152902.000,25140,3,PR,1,100,121470
1631709017.362449,152942.500,25159,2,PR,1,100,121481
1631709017.403028,152983.000,25159,2,PR,1,100,121478
1631709017.442105,153022.000,25183,5,PR,1,100,121500
1631709017.481181,153061.000,25183,5,PR,1,100,121522
1631709017.520257,153100.000,25183,5,PR,1,100,121504
1631709017.559334,153139.000,25183,5,PR,1,100,121509
1631709017.598410,153178.000,25183,5,PR,1,100,121476
1631709017.636485,153216.000,25201,3,PR,1,100,121432
1631709017.674559,153254.000,25201,3,PR,1,100,121421
1631709017.712633,153292.000,25201,3,PR,1,100,121372
1631709017.754215,153333.500,25220,2,PR,1,100,121357
1631709017.795796,153375.000,25220,2,PR,1,100,121334
1631709017.833870,153413.000,25238,3,PR,1,100,121293
1631709017.871945,153451.000,25238,3,PR,1,100,121286
1631709017.910019,153489.000,25238,3,PR,1,100,121267
1631709017.951099,153530.000,25256,2,PR,1,100,121279
1631709017.992180,153571.000,25256,2,PR,1,100,121288
1631709018.029920,153608.667,25274,3,PR,1,100,121277
1631709018.067661,153646.333,25274,3,PR,1,100,121276
1631709018.105401,153684.000,25274,3,PR,1,100,121249
1631709018.145980,153724.500,25293,2,PR,1,100,121272
1631709018.186560,153765.000,25293,2,PR,1,100,121267
1631709018.224968,153803.333,25311,3,PR,1,100,121251
1631709018.263376,153841.667,25311,3,PR,1,100,121218
1631709018.301785,153880.000,25311,3,PR,1,100,121215
1631709018.342865,153921.000,25328,2,PR,1,100,121205
1631709018.383945,153962.000,25328,2,PR,1,100,121194
1631709018.422020,154000.000,25346,3,PR,1,100,121200
1631709018.460094,154038.000,25346,3,PR,1,100,121193
1631709018.498168,154076.000,25346,3,PR,1,100,121204
1631709018.541587,154119.333,25365,3,PR,1,100,121222
1631709018.585005,154162.667,25365,3,PR,1,100,121227
1631709018.628423,154206.000,25365,3,PR,1,100,121251
1631709018.660987,154238.500,25383,2,PR,1,100,121237
1631709018.693550,154271.000,25383,2,PR,1,100,121258
1631709018.737303,154314.667,25402,3,PR,1,100,121291
1631709018.781055,154358.333,25402,3,PR,1,100,121284
1631709018.824807,154402.000,25402,3,PR,1,100,121226
1631709018.862881,154440.000,25419,3,PR,1,100,121176
1631709018.900956,154478.000,25419,3,PR,1,100,121195
1631709018.939030,154516.000,25419,3,PR,1,100,121219
1631709018.980611,154557.500,25438,2,PR,1,100,121226
1631709019.022193,154599.000,25438,2,PR,1,100,121216
1631709019.059933,154636.667,25456,3,PR,1,100,121225
1631709019.097673,154674.333,25456,3,PR,1,100,121250
1631709019.135414,154712.000,25456,3,PR,1,100,121262
1631709019.175492,154752.000,25475,2,PR,1,100,121286
1631709019.215570,154792.000,25475,2,PR,1,100,121275
1631709019.253979,154830.333,25491,3,PR,1,100,121305
1631709019.292387,154868.667,25491,3,PR,1,100,121342
1631709019.330796,154907.000,25491,3,PR,1,100,121368
1631709019.369204,154945.333,25510,3,PR,1,100,121389
1631709019.407613,154983.667,25510,3,PR,1,100,121379
1631709019.446021,155022.000,25510,3,PR,1,100,121374
1631709019.487101,155063.000,25528,2,PR,1,100,121386
1631709019.528182,155104.000,25528,2,PR,1,100,121368
1631709019.566924,155142.667,25547,3,PR,1,100,121364
1631709019.605666,155181.333,25547,3,PR,1,100,121337
1631709019.644409,155220.000,25547,3,PR,1,100,121355
1631709019.684487,155260.000,25563,2,PR,1,100,121348
1631709019.724565,155300.000,25563,2,PR,1,100,121349
1631709019.762974,155338.333,25582,3,PR,1,100,121349
1631709019.801382,155376.667,25582,3,PR,1,100,121347
1631709019.839790,155415.000,25582,3,PR,1,100,121353
1631709019.880871,155456.000,25601,2,PR,1,100,121345
1631709019.921951,155497.000,25601,2,PR,1,100,121341
1631709019.959691,155534.667,25620,3,PR,1,100,121339
1631709019.997432,155572.333,25620,3,PR,1,100,121340
1631709020.035172,155610.000,25620,3,PR,1,100,121329
1631709020.073581,155648.333,25638,3,PR,1,100,121307
1631709020.111989,155686.667,25638,3,PR,1,100,121292
1631709020.150398,155725.000,25638,3,PR,1,100,121280
1631709020.190476,155765.000,25655,2,PR,1,100,121263
1631709020.230554,155805.000,25655,2,PR,1,100,121254
1631709020.268628,155843.000,25673,3,PR,1,100,121257
1631709020.306703,155881.000,25673,3,PR,1,100,121263
1631709020.344777,155919.000,25673,3,PR,1,100,121274
1631709020.386358,155960.500,25692,2,PR,1,100,121283
1631709020.427940,156002.000,25692,2,PR,1,100,121289
1631709020.466348,156040.333,25710,3,PR,1,100,121292
1631709020.504757,156078.667,25710,3,PR,1,100,121290
1631709020.543165,156117.000,25710,3,PR,1,100,121284
1631709020.581239,156155.000,25727,3,PR,1,100,121297
1631709020.619314,156193.000,25727,3,PR,1,100,121283
1631709020.657388,156231.000,25727,3,PR,1,100,121310
1631709020.698468,156272.000,25745,2,PR,1,100,121294
1631709020.739549,156313.000,25745,2,PR,1,100,121293
1631709020.776955,156350.333,25764,3,PR,1,100,121279
1631709020.814362,156387.667,25764,3,PR,1,100,121252
1631709020.851768,156425.000,25764,3,PR,1,100,121257
1631709020.893349,156466.500,25783,2,PR,1,100,121254
1631709020.934931,156508.000,25783,2,PR,1,100,121256
1631709020.972671,156545.667,25802,3,PR,1,100,121262
1631709021.010412,156583.333,25802,3,PR,1,100,121260
1631709021.048152,156621.000,25802,3,PR,1,100,121246
1631709021.089232,156662.000,25818,2,PR,1,100,121241
1631709021.130312,156703.000,25818,2,PR,1,100,121198
1631709021.168387,156741.000,25837,3,PR,1,100,121206
1631709021.206461,156779.000,25837,3,PR,1,100,121187
1631709021.244536,156817.000,25837,3,PR,1,100,121179
1631709021.285616,156858.000,25855,2,PR,1,100,121180
1631709021.326696,156899.000,25855,2,PR,1,100,121178
1631709021.364437,156936.667,25874,3,PR,1,100,121211
1631709021.402177,156974.333,25874,3,PR,1,100,121198
1631709021.439917,157012.000,25874,3,PR,1,100,121184
1631709021.484004,157056.000,25890,3,PR,1,100,121181
1631709021.528090,157100.000,25890,3,PR,1,100,121181
1631709021.572176,157144.000,25890,3,PR,1,100,121178
1631709021.604739,157176.500,25909,2,PR,1,100,121188
1631709021.637303,157209.000,25909,2,PR,1,100,121207
1631709021.681055,157252.667,25927,3,PR,1,100,121213
1631709021.724808,157296.333,25927,3,PR,1,100,121220
1631709021.768560,157340.000,25927,3,PR,1,100,121220
1631709021.800622,157372.000,25947,2,PR,1,100,121237
1631709021.832685,157404.000,25947,2,PR,1,100,121237
1631709021.876437,157447.667,25965,3,PR,1,100,121250
1631709021.920189,157491.333,25965,3,PR,1,100,121258
1631709021.963942,157535.000,25965,3,PR,1,100,121257
1631709022.001682,157572.667,25982,3,PR,1,100,121265
1631709022.039422,157610.333,25982,3,PR,1,100,121267
1631709022.077163,157648.000,25982,3,PR,1,100,121283
1631709022.119245,157690.000,26000,2,PR,1,100,121274
1631709022.161327,157732.000,26000,2,PR,1,100,121254
1631709022.199402,157770.000,26019,3,PR,1,100,121266
1631709022.237476,157808.000,26019,3,PR,1,100,121257
1631709022.275550,157846.000,26019,3,PR,1,100,121254
1631709022.316130,157886.500,26037,2,PR,1,100,121224
1631709022.356709,157927.000,26037,2,PR,1,100,121239
1631709022.394783,157965.000,26054,3,PR,1,100,121247
1631709022.432858,158003.000,26054,3,PR,1,100,121247
1631709022.470932,158041.000,26054,3,PR,1,100,121240
1631709022.512012,158082.000,26072,2,PR,1,100,121223
1631709022.553093,158123.000,26072,2,PR,1,100,121243
1631709022.589664,158159.500,26096,4,PR,1,100,121256
1631709022.626236,158196.000,26096,4,PR,1,100,121253
1631709022.662807,158232.500,26096,4,PR,1,100,121245
1631709022.699379,158269.000,26096,4,PR,1,100,121236
1631709022.737787,158307.333,26115,3,PR,1,100,121264
1631709022.776196,158345.667,26115,3,PR,1,100,121272
1631709022.814604,158384.000,26115,3,PR,1,100,121265
1631709022.858022,158427.333,26134,3,PR,1,100,121246
1631709022.901440,158470.667,26134,3,PR,1,100,121219
1631709022.944859,158514.000,26134,3,PR,1,100,121232
1631709022.977923,158547.000,26152,2,PR,1,100,121215
1631709023.010988,158580.000,26152,2,PR,1,100,121213
1631709023.054406,158623.333,26169,3,PR,1,100,121186
1631709023.097824,158666.667,26169,3,PR,1,100,121200
1631709023.141242,158710.000,26169,3,PR,1,100,121221
1631709023.174307,158743.000,26187,2,PR,1,100,121217
1631709023.207371,158776.000,26187,2,PR,1,100,121228
1631709023.251458,158820.000,26206,3,PR,1,100,121232
1631709023.295544,158864.000,26206,3,PR,1,100,121245
1631709023.339630,158908.000,26206,3,PR,1,100,121255
1631709023.372194,158940.500,26224,2,PR,1,100,121259
1631709023.404757,158973.000,26224,2,PR,1,100,121263
1631709023.447841,159016.000,26243,3,PR,1,100,121268
1631709023.490926,159059.000,26243,3,PR,1,100,121262
1631709023.534010,159102.000,26243,3,PR,1,100,121275
1631709023.572418,159140.333,26259,3,PR,1,100,121277
1631709023.610826,159178.667,26259,3,PR,1,100,121268
1631709023.649235,159217.000,26259,3,PR,1,100,121263
1631709023.689814,159257.500,26278,2,PR,1,100,121254
1631709023.730394,159298.000,26278,2,PR,1,100,121245
1631709023.768802,159336.333,26297,3,PR,1,100,121251
1631709023.807210,159374.667,26297,3,PR,1,100,121254
1631709023.845619,159413.000,26297,3,PR,1,100,121257
1631709023.886699,159454.000,26316,2,PR,1,100,121261
1631709023.927779,159495.000,26316,2,PR,1,100,121269
1631709023.965854,159533.000,26332,3,PR,1,100,121264
1631709024.003928,159571.000,26332,3,PR,1,100,121251
1631709024.042002,159609.000,26332,3,PR,1,100,121275
1631709024.080411,159647.333,26351,3,PR,1,100,121254
1631709024.118819,159685.667,26351,3,PR,1,100,121283
1631709024.157228,159724.000,26351,3,PR,1,100,121286
1631709024.197306,159764.000,26369,2,PR,1,100,121273
1631709024.237384,159804.000,26369,2,PR,1,100,121303
1631709024.275793,159842.333,26388,3,PR,1,100,121301
1631709024.314201,159880.667,26388,3,PR,1,100,121309
1631709024.352609,159919.000,26388,3,PR,1,100,121299
1631709024.393189,159959.500,26406,2,PR,1,100,121270
1631709024.433768,160000.000,26406,2,PR,1,100,121275
1631709024.471843,160038.000,26423,3,PR,1,100,121254
1631709024.509917,160076.000,26423,3,PR,1,100,121258
1631709024.547991,160114.000,26423,3,PR,1,100,121250
1631709024.586066,160152.000,26441,3,PR,1,100,121209
1631709024.624140,160190.000,26441,3,PR,1,100,121197
1631709024.662215,160228.000,26441,3,PR,1,100,121172
1631709024.703295,160269.000,26460,2,PR,1,100,121132
1631709024.744375,160310.000,26460,2,PR,1,100,121109
1631709024.782784,160348.333,26479,3,PR,1,100,121078
1631709024.821192,160386.667,26479,3,PR,1,100,121058
1631709024.859600,160425.000,26479,3,PR,1,100,121027
1631709024.900681,160466.000,26496,2,PR,1,100,120999
1631709024.941761,160507.000,26496,2,PR,1,100,120941
1631709024.979835,160545.000,26514,3,PR,1,100,120837
1631709025.017910,160583.000,26514,3,PR,1,100,120827
1631709025.055984,160621.000,26514,3,PR,1,100,120796
1631709025.097064,160662.000,26533,2,PR,1,100,120805
1631709025.138145,160703.000,26533,2,PR,1,100,120875
1631709025.175885,160740.667,26551,3,PR,1,100,120865
1631709025.213625,160778.333,26551,3,PR,1,100,120920
1631709025.251366,160816.000,26551,3,PR,1,100,120979
1631709025.291945,160856.500,26568,2,PR,1,100,121045
1631709025.332525,160897.000,26568,2,PR,1,100,121114
1631709025.370933,160935.333,26586,3,PR,1,100,121199
1631709025.409341,160973.667,26586,3,PR,1,100,121265
1631709025.447750,161012.000,26586,3,PR,1,100,121327
1631709025.490834,161055.000,26605,3,PR,1,100,121344
1631709025.533918,161098.000,26605,3,PR,1,100,121368
1631709025.577002,161141.000,26605,3,PR,1,100,121352
1631709025.610067,161174.000,26623,2,PR,1,100,121311
1631709025.643131,161207.000,26623,2,PR,1,100,121242
1631709025.686884,161250.667,26642,3,PR,1,100,121214
1631709025.730636,161294.333,26642,3,PR,1,100,121156
1631709025.774388,161338.000,26642,3,PR,1,100,121026
1631709025.806952,161370.500,26659,2,PR,1,100,121042
1631709025.839515,161403.000,26659,2,PR,1,100,121097
1631709025.882933,161446.333,26678,3,PR,1,100,121122
1631709025.926352,161489.667,26678,3,PR,1,100,121082
1631709025.969770,161533.000,26678,3,PR,1,100,121084
1631709026.002834,161566.000,26696,2,PR,1,100,121130
1631709026.035899,161599.000,26696,2,PR,1,100,121134
1631709026.079317,161642.333,26715,3,PR,1,100,121127
1631709026.122736,161685.667,26715,3,PR,1,100,121126
1631709026.166154,161729.000,26715,3,PR,1,100,121123
1631709026.204228,161767.000,26731,3,PR,1,100,121206
1631709026.242302,161805.000,26731,3,PR,1,100,121238
1631709026.280377,161843.000,26731,3,PR,1,100,121286
1631709026.320956,161883.500,26750,2,PR,1,100,121314
1631709026.361535,161924.000,26750,2,PR,1,100,121366
1631709026.399610,161962.000,26768,3,PR,1,100,121431
1631709026.437684,162000.000,26768,3,PR,1,100,121445
1631709026.475759,162038.000,26768,3,PR,1,100,121474
1631709026.516839,162079.000,26787,2,PR,1,100,121490
1631709026.557919,162120.000,26787,2,PR,1,100,121570
1631709026.595994,162158.000,26805,3,PR,1,100,121600
1631709026.634068,162196.000,26805,3,PR,1,100,121611
1631709026.672143,162234.000,26805,3,PR,1,100,121646
1631709026.710217,162272.000,26823,3,PR,1,100,121642
1631709026.748291,162310.000,26823,3,PR,1,100,121706
1631709026.786366,162348.000,26823,3,PR,1,100,121756
1631709026.826945,162388.500,26841,2,PR,1,100,121826
1631709026.867524,162429.000,26841,2,PR,1,100,121857
1631709026.905265,162466.667,26860,3,PR,1,100,121870
1631709026.943005,162504.333,26860,3,PR,1,100,121908
1631709026.980746,162542.000,26860,3,PR,1,100,121894
1631709027.022828,162584.000,26878,2,PR,1,100,121915
1631709027.064910,162626.000,26878,2,PR,1,100,121907
1631709027.102650,162663.667,26895,3,PR,1,100,121903
1631709027.140391,162701.333,26895,3,PR,1,100,121958
1631709027.178131,162739.000,26895,3,PR,1,100,121953
1631709027.216206,162777.000,26913,3,PR,1,100,121960
1631709027.254280,162815.000,26913,3,PR,1,100,122003
1631709027.292354,162853.000,26913,3,PR,1,100,122062
